wall_time,phone_timestamp,method,kalman,lat,lon,raw_x,raw_y,filt_x,filt_y,match_x,match_y,actual_x,actual_y,edge_id,raw_dist,score,correction_m,match_ms,phone_speed_mps,sumo_speed_mps,phone_course_deg,accuracy_m,matched,lane_index,lane_pos,is_internal_edge,matched_x,matched_y,matched_lat,matched_lon,match_error_raw_m,match_error_filt_m,components,window_len,unmatched_reason
2026-09-10T11:08:54.620,1789002535,hmm,True,-37.90890681,145.1320219,1726.5148374992423,1575.5093499543145,1726.5148374992423,1575.5093499543145,1726.5176,1575.5092,1722.1289,1574.7433,1272942443#3,0.0875279358878031,0.0,0,32.8439999721013,2.245,1.256,,4.68,True,0,,False,1724.08,1574.79,-37.90891285056006,145.13199405261398,2.5388773118229055,2.5388773118229055,emission=-2.462 transition=-- sigma=4.680 num_candidates=5.000,,
2026-09-10T11:09:00.734,1789002541,hmm,True,-37.9086944,145.1320598,1729.3746126800543,1599.146181775257,1729.3746126800543,1599.146181775257,1729.3731,1599.1461,1727.8004,1588.6762,1272942443#2,1.666180232090683,0.0,0,34.50539999175817,4.621,4.227,,4.74,True,0,,False,1731.0292259407681,1598.9501931957948,-37.90869646417688,145.13207856783535,1.6661802320906833,1.6661802320906833,emission=-2.537 transition=-23.839 sigma=4.740 num_candidates=5.000,,
2026-09-10T11:09:04.800,1789002545,hmm,True,-37.90850578,145.1320856,1731.2234988441924,1620.121839493513,1731.2234988441924,1620.121839493513,1731.2259,1620.1223,1730.3157,1609.7871,-1272942443#1,0.3550335407070257,0.0,0,41.29780002404004,5.022,4.889,,4.75,True,0,,False,1731.575900481582,1620.078689742737,-37.908506232312405,145.13208959686665,0.3550335407070257,0.3550335407070257,emission=-2.480 transition=-28.085 sigma=4.750 num_candidates=5.000,,
2026-09-10T11:09:08.865,1789002549,hmm,True,-37.90831408,145.1321039,1732.406164638931,1641.4260556353256,1732.406164638931,1641.4260556353256,1732.4034,1641.4255,1732.8163,1630.209,-1272942443#1,1.7703878575044618,0.0,0,12.734999996609986,5.11,5.241,,7.35,True,0,,False,1734.1634284133816,1641.2108878101221,-37.90831633546687,145.13212383047278,1.7703878575044618,1.7703878575044618,emission=-2.943 transition=1.374 sigma=7.350 num_candidates=5.000,,
2026-09-10T11:09:12.948,1789002553,hmm,True,-37.90809307,145.1321135,1732.7587834526785,1665.967326803133,1732.7587834526785,1665.967326803133,1732.7623,1665.9673,1735.6301,1653.1892,-1272942443#1,2.5662643872699573,0.0,0,18.30980001250282,5.402,5.362,,7.71,True,0,,False,1735.2986478868072,1666.3344801248093,-37.908090221031046,145.1321424609487,2.5662643872699573,2.5662643872699573,emission=-3.017 transition=-2.192 sigma=7.710 num_candidates=5.000,,
2026-09-10T11:09:16.985,1789002557,hmm,True,-37.90790482,145.1321639,1736.771325328271,1686.9452586760744,1736.771325328271,1686.9452586760744,1736.7688,1686.9451,1735.7258,1677.8319,-1272942443#1,0.4025766256169635,0.0,0,12.77869998011738,5.045,5.78,,6.49,True,0,,False,1737.1688793646138,1686.881865240447,-37.907905462818576,145.13216840558783,0.40257662561696345,0.40257662561696345,emission=-2.791 transition=-1.199 sigma=6.490 num_candidates=5.000,,
2026-09-10T11:09:21.077,1789002561,hmm,True,-37.9077477,145.1322051,1740.0442491235444,1704.4526432398707,1740.0442491235444,1704.4526432398707,1740.0436,1704.4531,1738.5441,1695.5062,-1272942443#1,0.07263926355625483,0.0,0,30.505300033837557,4.686,4.75,,5.44,True,0,,False,1739.972516115252,1704.46408168956,-37.90774758401279,145.132204287032,0.07263926355625483,0.07263926355625483,emission=-2.613 transition=1.578 sigma=5.440 num_candidates=5.000,,
2026-09-10T11:09:27.190,1789002567,hmm,True,-37.90757032,145.1322276,1741.6280625027139,1724.1752349557355,1741.6280625027139,1724.1752349557355,1741.6243,1724.1751,1744.0294,1718.4149,-1013649078#0,1.1724652294611784,0.0,0,12.94029998825863,2.786,3.22,,4.48,True,0,,False,1738.22,1723.32,-37.90757740905326,145.1321886570559,3.513732609621311,3.513732609621311,emission=-2.453 transition=-44.734 sigma=4.480 num_candidates=5.000,,
2026-09-10T11:09:31.273,1789002571,hmm,True,-37.90752425,145.1319933,1720.9262104933732,1728.8746434850618,1720.9262104933732,1728.8746434850618,1720.928,1728.8746,1731.8829,1727.2104,1209653411,3.1979397567914236,0.0,0,39.0116999624297,5.294,4.324,,4.02,True,0,,False,1727.86,1727.68,-37.90753626320709,145.13207186182467,7.03595124902147,7.03595124902147,emission=-2.627 transition=-53.701 sigma=4.020 num_candidates=5.000,,
2026-09-10T11:09:35.352,1789002576,hmm,True,-37.90749283,145.131628,1688.7395129092038,1731.7175418939441,1688.7395129092038,1731.7175418939441,1688.7382,1731.7179,1708.069,1729.9267,1209653410,0.5648295821836352,0.0,0,31.766000029165298,6.548,6.348,,4.15,True,0,,False,1688.808474232369,1732.2781458475665,-37.907487792396566,145.1316289118009,0.5648295821836352,0.5648295821836352,emission=-2.351 transition=-72.370 sigma=4.150 num_candidates=5.000,,
2026-09-10T11:09:39.431,1789002580,hmm,True,-37.90744598,145.1313347,1662.8486413902137,1736.3993946071714,1662.8486413902137,1736.3993946071714,1662.848,1736.3999,1675.8205,1733.8758,1209653410,0.9209218903529761,0.0,0,35.0781999877654,6.535,6.572,,4.43,True,0,,False,1662.7362039505083,1735.4853623592262,-37.90745419351589,145.1313332133299,0.9209218903529761,0.9209218903529761,emission=-2.429 transition=1.400 sigma=4.430 num_candidates=5.000,,
2026-09-10T11:09:43.522,1789002584,hmm,True,-37.90743482,145.1310711,1639.6483322769636,1737.1731773009524,1639.6483322769636,1737.1731773009524,1639.6456,1737.1734,1650.2339,1737.0233,1209653410,1.143662567858973,0.0,0,13.451699982397258,5.543,6.378,,4.48,True,0,,False,1639.7879646305475,1738.3082838487946,-37.90742461991012,145.13107294628205,1.143662567858973,1.143662567858973,emission=-2.451 transition=1.149 sigma=4.480 num_candidates=5.000,,
2026-09-10T11:09:47.602,1789002588,hmm,True,-37.90738725,145.1308054,1616.1823755856603,1741.983425945975,1616.1823755856603,1741.983425945975,1616.1809,1741.9838,1627.8614,1739.7754,47528871#0,1.2062014926937519,0.0,0,13.255400001071393,5.849,5.828,,4.86,True,0,,False,1616.2,1735.44,-37.90744619789513,145.13080410869756,6.543449681203137,6.543449681203137,emission=-2.531 transition=-31.273 sigma=4.860 num_candidates=5.000,,
2026-09-10T11:09:51.671,1789002592,hmm,True,-37.90735952,145.130537,1592.5231547788717,1744.5873035062104,1592.5231547788717,1744.5873035062104,1592.5225,1744.5868,1604.1998,1742.6144,1147258794#2,0.5421079022144336,0.0,0,13.36400001309812,5.765,5.867,,5.0,True,0,,False,1583.74,1742.85,-37.90737358333984,145.13043674377997,8.953325155622787,8.953325155622787,emission=-2.534 transition=-14.780 sigma=5.000 num_candidates=5.000,,
2026-09-10T11:09:55.730,1789002596,hmm,True,-37.90740172,145.1302707,1569.2041792010423,1739.4350375998765,1569.2041792010423,1739.4350375998765,1569.207,1739.4356,1582.8443,1742.6843,5094886#0,11.124222610374371,0.0,0,13.790600001811981,5.918,5.425,,4.86,True,0,,False,1559.84,1733.43,-37.907454122861665,145.13016286448317,11.124222610374371,11.124222610374371,emission=-5.120 transition=-11.397 sigma=4.860 num_candidates=5.000,,
2026-09-10T11:09:59.802,1789002600,hmm,True,-37.90758172,145.1300857,1553.3397695865715,1719.1351113393903,1553.3397695865715,1719.1351113393903,1553.3385,1719.1353,1559.2258,1731.3058,985461730,1.441513832033692,0.0,0,13.18919996265322,6.183,5.988,,4.9,True,0,,False,1552.7662845329417,1717.8125845830607,-37.90759353000108,145.1300788781314,1.441513832033692,1.441513832033692,emission=-2.551 transition=-15.425 sigma=4.900 num_candidates=5.000,,
