gps_x,gps_y,gt_x,gt_y,lon,lat,matched,edge_id,lane_index,lane_pos,is_internal_edge,raw_x,raw_y,matched_x,matched_y,matched_lat,matched_lon,match_error_m,unmatched_reason
231.7416228,1293.572242,232.1363466,1293.519982,145.1292419,-37.90873294,TRUE,-4577073#9,0,6.122890482,FALSE,231.7416228,1293.572242,232.1363594,1293.520078,-37.90873348,145.1292464,0.398168363,
231.7991545,1282.376961,230.6806482,1282.525048,145.12924,-37.9088338,TRUE,-4577073#9,0,17.21359411,FALSE,231.7991545,1282.376961,230.6806843,1282.52532,-37.90883226,145.1292274,1.128266811,
229.9978889,1269.091913,228.8316693,1269.256672,145.1292165,-37.90895314,TRUE,-4577073#9,0,30.61005343,FALSE,229.9978889,1269.091913,228.8317374,1269.257155,-37.90895144,145.1292033,1.177800496,
227.4317213,1257.723872,227.2068464,1257.755641,145.1291848,-37.90905509,TRUE,-4577073#9,0,42.22510667,FALSE,227.4317213,1257.723872,227.2069404,1257.756307,-37.90905475,145.1291822,0.22710891,
228.2622209,1244.995171,225.4600236,1245.391055,145.1291913,-37.9091699,TRUE,-4577073#9,0,54.71227709,FALSE,228.2622209,1244.995171,225.4601454,1245.391917,-37.90916582,145.1291595,2.830023751,
226.0159884,1232.237242,223.6489456,1232.571649,145.1291629,-37.90928442,TRUE,-4577073#9,0,67.65877618,FALSE,226.0159884,1232.237242,223.6490963,1232.572715,-37.90928097,145.129136,2.390548208,
222.2310967,1219.606263,221.8253425,1219.663586,145.1291169,-37.90939752,TRUE,-4577073#9,0,80.69481077,FALSE,222.2310967,1219.606263,221.8255222,1219.664858,-37.90939692,145.1291123,0.409785396,
220.1764105,1201.975983,219.3431351,1202.093705,145.1290896,-37.90955596,TRUE,-4577073#9,0,98.43888199,FALSE,220.1764105,1201.975983,219.3433542,1202.095256,-37.90955474,145.1290801,0.841551522,
218.1049826,1188.239862,217.4082027,1188.33771,145.1290629,-37.90967933,TRUE,:cluster_12176407960_33776478_412622428_9553656656_#1more_11,0,7.448938042,TRUE,218.1049826,1188.239862,217.3100017,1189.406158,-37.90966868,145.1290541,1.411467267,
216.3818146,1175.192081,215.5780334,1175.304955,145.1290403,-37.90979655,TRUE,:cluster_12176407960_33776478_412622428_9553656656_#1more_1,0,16.51141358,TRUE,216.3818146,1175.192081,215.7790314,1175.298563,-37.90979548,145.1290335,0.612116033,
215.3275147,1162.865344,213.9109307,1163.051299,145.1290255,-37.9099074,TRUE,-4577073#4,0,5.908471626,FALSE,215.3275147,1162.865344,213.9109947,1163.051786,-37.90990547,145.1290094,1.428737106,
215.2371577,1149.079267,212.1303632,1149.487095,145.1290213,-37.91003158,TRUE,-1037064066#1,0,33.57260038,FALSE,215.2371577,1149.079267,217.1829775,1148.778143,-37.91003464,145.1290434,1.968982042,
211.4575709,1135.481743,210.311623,1135.632173,145.1289752,-37.91015338,TRUE,-4577073#4,0,33.56052595,FALSE,211.4575709,1135.481743,210.3119868,1135.634944,-37.9101518,145.1289623,1.155782629,
208.4431729,1122.593368,208.5973505,1122.573129,145.128938,-37.91026894,TRUE,-4577073#4,0,46.73050923,FALSE,208.4431729,1122.593368,208.5978571,1122.576988,-37.91026911,145.1289398,0.155549059,
210.1700179,1109.071683,206.9073084,1109.489282,145.1289546,-37.91039106,TRUE,-4577073#3,0,4.668538444,FALSE,210.1700179,1109.071683,206.9073027,1109.489238,-37.91038671,145.1289176,3.289325503,
208.7476217,1093.240803,204.8908256,1093.734439,145.1289348,-37.91053341,TRUE,-4577073#3,0,20.55205306,FALSE,208.7476217,1093.240803,204.8908009,1093.734246,-37.91052827,145.1288911,3.888258325,
206.2121928,1081.706447,203.3978563,1082.066381,145.1289033,-37.91063685,TRUE,-4577073#3,0,32.31535111,FALSE,206.2121928,1081.706447,203.3978173,1082.066076,-37.9106331,145.1288714,2.837259706,
204.0740031,1068.301282,201.6766121,1068.607891,145.128876,-37.91075722,TRUE,-4577073#3,0,45.88359005,FALSE,204.0740031,1068.301282,201.6765569,1068.60746,-37.91075403,145.1288488,2.416918028,
203.6367728,1054.885652,199.9814254,1055.353145,145.1288679,-37.910878,TRUE,-4577073#3,0,59.24642459,FALSE,203.6367728,1054.885652,199.9813541,1055.352587,-37.91087313,145.1288265,3.685120742,
201.8868718,1040.448844,198.1320436,1040.933338,145.1288447,-37.91100773,TRUE,10670084#4,0,48.19923972,FALSE,201.8868718,1040.448844,202.2392389,1042.408965,-37.91099014,145.1288492,1.991541226,
197.6288879,1027.363995,196.3907349,1027.528904,145.1287933,-37.91112483,TRUE,:664322664_0,0,1.885615202,TRUE,197.6288879,1027.363995,197.8488191,1026.859489,-37.91112941,145.1287957,0.550359603,
195.8074354,1015.421907,194.7513822,1015.568117,145.1287699,-37.91123208,TRUE,-4577073#1,0,8.88621897,FALSE,195.8074354,1015.421907,194.7513304,1015.567743,-37.91123057,145.1287579,1.066126589,
196.6879654,1001.584737,192.8882225,1002.11081,145.1287768,-37.91135689,TRUE,-4577073#1,0,22.47246866,FALSE,196.6879654,1001.584737,192.8880914,1002.109863,-37.91135147,145.1287337,3.835987523,
193.5816436,989.8197648,191.2688934,990.1289573,145.1287388,-37.9114623,TRUE,-4577073#1,0,34.56379368,FALSE,193.5816436,989.8197648,191.2686985,990.1275,-37.91145911,145.1287125,2.333327195,
191.5594067,976.3335609,189.4620673,976.6139551,145.1287127,-37.91158343,TRUE,-4577073#1,0,48.19961872,FALSE,191.5594067,976.3335609,189.4617956,976.6119228,-37.91158054,145.1286889,2.116000391,
190.2846077,964.3413904,187.8645964,964.6649227,145.1286955,-37.91169122,TRUE,-4577073#1,0,60.25547425,FALSE,190.2846077,964.3413904,187.8642567,964.6623822,-37.91168789,145.128668,2.441543482,
188.5870044,950.8163628,186.0583714,951.1544168,145.1286731,-37.91181275,TRUE,-4577073#1,0,73.88676276,FALSE,188.5870044,950.8163628,186.0579549,951.1513015,-37.91180928,145.1286444,2.551132135,
185.1537997,938.3974825,184.3669551,938.502676,145.1286312,-37.911924,TRUE,-4577073#1,0,86.65160876,FALSE,185.1537997,938.3974825,184.3664667,938.4990227,-37.91192295,145.1286223,0.793853685,
184.1232992,925.5835417,182.6658402,925.77839,145.1286165,-37.91203925,TRUE,-4577073#1,0,99.48964871,FALSE,184.1232992,925.5835417,182.6652794,925.7741953,-37.91203727,145.1286,1.470432073,
182.5205476,913.6550178,181.0709702,913.8488124,145.1285956,-37.91214641,TRUE,-4577073#1,0,111.5258755,FALSE,182.5205476,913.6550178,181.0703416,913.8441102,-37.91214445,145.1285792,1.462481968,
180.7248878,902.7748729,179.6485474,902.7784135,145.1285727,-37.9122441,TRUE,-4577073#1,0,122.6913161,FALSE,180.7248878,902.7748729,179.6485302,902.7731946,-37.91224392,145.1285605,1.076358864,
181.0314062,889.8981747,179.7545015,889.8472118,145.1285732,-37.91236015,TRUE,-1162333280#0,0,26.97573113,FALSE,181.0314062,889.8981747,181.7694919,889.8832806,-37.91236042,145.1285816,0.738235912,
179.7614997,874.1097759,179.304569,874.1361298,145.1285552,-37.91250215,TRUE,491516483#0,0,10.8623802,FALSE,179.7614997,874.1097759,179.3045408,874.1356418,-37.91250183,145.12855,0.457690344,
178.4770128,866.1653713,178.843628,866.1442264,145.1285388,-37.91257348,TRUE,491516483#0,0,18.86792548,FALSE,178.4770128,866.1653713,178.8435791,866.1433787,-37.91257374,145.1285429,0.367225439,
178.8677529,852.4028305,178.3683069,852.4140408,145.1285401,-37.91269753,TRUE,491516483#0,0,32.6088771,FALSE,178.8677529,852.4028305,178.368274,852.4125736,-37.91269735,145.1285344,0.499573968,
185.7690031,833.117535,185.0792351,831.827511,145.1286142,-37.9128725,TRUE,:13485235051_2,0,7.561895611,TRUE,185.7690031,833.117535,185.0707626,831.8320412,-37.91288395,145.1286059,1.46288552,
200.7170259,830.5796513,201.003162,829.203238,145.1287835,-37.91289806,TRUE,:1087758749_0,0,9.329559243,TRUE,200.7170259,830.5796513,200.9941528,829.2013651,-37.91291053,145.1287864,1.405870612,
213.6206251,829.0900828,213.8564537,826.5018637,145.1289299,-37.91291382,TRUE,1470433046#0,0,1.785417467,FALSE,213.6206251,829.0900828,213.8580519,826.5020093,-37.91293717,145.128932,2.598941325,
226.3660422,826.9315027,226.082292,825.0177656,145.1290743,-37.91293557,TRUE,:cluster_6014422831_6077854007_9139166580_13,0,5.41380993,TRUE,226.3660422,826.9315027,226.0810971,826.9835974,-37.91293505,145.1290711,0.289668009,
239.2908637,824.8796445,239.0267709,823.0984854,145.1292208,-37.91295639,TRUE,:cluster_6014422831_6077854007_9139166580_12,0,14.38131568,TRUE,239.2908637,824.8796445,239.1353367,824.6617934,-37.91295832,145.129219,0.267670937,
250.4410127,822.5648999,250.3157184,821.5662212,145.1293471,-37.91297925,TRUE,1470433046#2,0,1.235306024,FALSE,250.4410127,822.5648999,250.3156973,821.5662239,-37.91298823,145.1293454,1.006507709,
261.3573332,819.603221,261.4286906,820.1719864,145.1294705,-37.91300791,TRUE,1470433046#2,0,12.43520487,FALSE,261.3573332,819.603221,261.4284787,820.172013,-37.9130028,145.1294715,0.573224181,
272.3272402,819.9039277,272.1914622,818.8216877,145.1295953,-37.91300718,TRUE,1470433046#2,0,23.28216386,FALSE,272.3272402,819.9039277,272.1910655,818.8217375,-37.9130169,145.1295935,1.090724165,
283.3237689,817.156136,283.3569812,817.4208603,145.1297197,-37.91303392,TRUE,1470433046#2,0,34.53502052,FALSE,283.3237689,817.156136,283.3563928,817.4209342,-37.91303154,145.1297202,0.266800266,
294.5708206,815.7153717,294.6077023,816.0093435,145.1298473,-37.91304893,TRUE,1470433046#2,0,45.87374572,FALSE,294.5708206,815.7153717,294.6069207,816.0094415,-37.91304629,145.1298478,0.296277386,
305.2803713,815.5376825,305.1732418,814.6837896,145.129969,-37.91305247,TRUE,1470433046#2,0,56.52192972,FALSE,305.2803713,815.5376825,305.1722787,814.6839104,-37.91306014,145.1299676,0.860587446,
316.4872991,814.5747151,316.3143736,813.2714029,145.1300962,-37.91306317,TRUE,:cluster_5408819666_9141044968_2,0,2.038510292,TRUE,316.4872991,814.5747151,316.3108004,813.271877,-37.91307487,145.1300939,1.314739062,
326.9801326,812.9475787,326.8138136,811.807504,145.1302152,-37.91307972,TRUE,1470433046#3,0,5.425014435,FALSE,326.9801326,812.9475787,326.8181917,811.8068653,-37.91308997,145.1302131,1.152151025,
338.3398423,811.7332669,338.11744,810.1731309,145.1303441,-37.91309271,TRUE,:cluster_4836113289_9141044969_2,0,4.439543082,TRUE,338.3398423,811.7332669,338.1151103,810.173463,-37.91310672,145.1303411,1.575910112,
350.5821083,810.7296699,350.2604905,808.4518121,145.130483,-37.91310397,TRUE,1360476884,0,7.209836141,FALSE,350.5821083,810.7296699,350.2590273,808.4520187,-37.91312443,145.1304788,2.300451296,
361.9218378,808.3952312,361.7017398,806.8363869,145.1306114,-37.91312704,TRUE,1360476884,0,18.76219822,FALSE,361.9218378,808.3952312,361.697932,806.8369245,-37.91314104,145.1306085,1.574310478,
372.7158251,806.7776112,372.4451416,805.2801202,145.1307338,-37.91314357,TRUE,1360476884,0,29.61619072,FALSE,372.7158251,806.7776112,372.4391682,805.2811999,-37.913157,145.1307303,1.521770603,
385.3227822,804.3996266,385.1189043,803.2770699,145.1308766,-37.91316727,TRUE,1470433048,0,10.05134496,FALSE,385.3227822,804.3996266,385.1182245,803.2771934,-37.91317734,145.130874,1.140920781,
396.6316222,803.121653,396.2913205,801.247944,145.1310049,-37.91318082,TRUE,1470433048,0,21.40574991,FALSE,396.6316222,803.121653,396.2898728,801.2482069,-37.91319763,145.1310006,1.904361548,
405.9829333,800.4300335,405.42,799.59,145.1311106,-37.91320676,TRUE,1470433048,0,30.68312739,FALSE,405.9829333,800.4300335,405.4179247,799.5903769,-37.91321422,145.131104,1.012056267,
409.0103619,795.4063401,408.5519489,795.2690907,145.1311439,-37.91325256,TRUE,:12594284551_0,0,1.34057002,TRUE,409.0103619,795.4063401,409.6763717,794.5015371,-37.91326083,145.1311513,1.123493492,
404.3935659,796.3727691,406.5874438,798.3535275,145.1310916,-37.91324302,TRUE,:12594284551_3,0,1.235077632,TRUE,404.3935659,796.3727691,406.5876694,798.3532775,-37.91322557,145.131117,2.95575776,
392.9754148,797.5923992,391.9501521,795.8214909,145.1309621,-37.91322997,TRUE,711979119,0,21.34334451,FALSE,392.9754148,797.5923992,391.9525422,795.8201071,-37.91324575,145.13095,2.046286264,
382.7327321,801.5956452,383.1045556,803.6429144,145.1308465,-37.91319206,TRUE,1470433048,0,8.00418434,FALSE,382.7327321,801.5956452,383.1040142,803.6430127,-37.91317368,145.1308512,2.080760492,
371.1628423,802.5232803,371.1168083,802.2697163,145.1307152,-37.91318161,TRUE,-1360476884,0,3.244879694,FALSE,371.1628423,802.5232803,371.1173086,802.2696255,-37.91318389,145.1307146,0.257709264,
358.5470888,805.5203538,358.3436752,804.0786151,145.1305724,-37.91315233,TRUE,-1360476884,0,16.14357199,FALSE,358.5470888,805.5203538,358.3461797,804.0782618,-37.91316529,145.1305698,1.456019874,
346.5860028,807.3497602,346.3629694,805.7689622,145.1304368,-37.91313369,TRUE,-1360476884,0,28.24103956,FALSE,346.5860028,807.3497602,346.3673507,805.7683441,-37.9131479,145.130434,1.596460358,
336.2649652,807.7142809,336.1937946,807.2171491,145.1303196,-37.91312854,TRUE,:cluster_4836113289_9141044969_1,0,6.545395612,TRUE,336.2649652,807.7142809,336.1906661,807.2175969,-37.913133,145.1303186,0.502210418,
325.1356265,808.2738985,325.214163,808.811874,145.1301931,-37.91312149,TRUE,-1470433046#3,0,8.174628529,FALSE,325.1356265,808.2738985,325.2211112,808.8108597,-37.91311667,145.1301942,0.543723221,
315.3874308,809.7530623,315.4421564,810.1652504,145.1300826,-37.9131064,TRUE,:cluster_5408819666_9141044968_1,0,5.592596348,TRUE,315.3874308,809.7530623,315.436053,810.1660608,-37.91310269,145.1300833,0.41585075,
298.3471588,812.4139252,298.3353974,812.3200506,145.1298895,-37.91307936,TRUE,-1470433046#2,0,15.68394466,FALSE,298.3471588,812.4139252,298.33772,812.3197597,-37.9130802,145.1298894,0.094637412,
286.1174895,812.6529236,286.2652493,813.8322897,145.1297505,-37.91307499,TRUE,-1470433046#2,0,27.84664107,FALSE,286.1174895,812.6529236,286.269373,813.8317731,-37.9130644,145.1297525,1.18859358,
271.3041648,815.6676387,271.3089864,815.706123,145.1295827,-37.91304516,TRUE,-1470433046#2,0,42.91758171,FALSE,271.3041648,815.6676387,271.3153419,815.7053267,-37.91304482,145.1295829,0.039310499,
259.2989387,817.7011737,259.2384544,817.2184102,145.1294467,-37.91302467,TRUE,-1470433046#2,0,55.0806649,FALSE,259.2989387,817.7011737,259.2466111,817.2173882,-37.91302902,145.129446,0.486607177,
246.444607,823.6927127,246.2428174,822.0751931,145.1293019,-37.91296837,TRUE,:9141044978_w0,0,1.047816422,TRUE,246.444607,823.6927127,246.9732448,825.091848,-37.91295586,145.1293082,1.495672903,
233.2570808,823.6989819,233.2940729,823.9484735,145.129152,-37.91296593,TRUE,:cluster_6014422831_6077854007_9139166580_18,0,7.642995201,TRUE,233.2570808,823.6989819,233.2903435,823.9490265,-37.91296368,145.1291524,0.252247317,
221.3905087,825.2800275,221.4905183,825.8345718,145.1290174,-37.91294954,TRUE,1470433046#0,0,9.51825086,FALSE,221.3905087,825.2800275,221.4989378,825.8330533,-37.91294458,145.1290188,0.563555179,
210.0871015,826.4139925,210.0866106,826.3967513,145.1288891,-37.91293728,TRUE,:13485235054_1,0,7.776430617,TRUE,210.0871015,826.4139925,210.0841633,826.396821,-37.91293744,145.1288891,0.017421086,
202.7718656,823.0651723,205.5709419,819.0065116,145.1288052,-37.91296613,TRUE,:13485235056_1,0,0.771956896,TRUE,202.7718656,823.0651723,204.5730902,818.5537172,-37.91300709,145.1288246,4.8577399,
