gps_x,gps_y,gt_x,gt_y,lon,lat,method,kalman,matched,edge_id,lane_index,lane_pos,is_internal_edge,raw_x,raw_y,filt_x,filt_y,matched_x,matched_y,matched_lat,matched_lon,match_error_raw_m,match_error_filt_m,raw_dist,score,components,window_len,match_ms,phone_speed_mps,phone_course_deg,accuracy_m,unmatched_reason
473.7291117,1267.162459,476.93,1284.79,145.13198726173027,-37.90901455454441,native,True,True,28533357#0,0,4.472095888139561,False,473.72911169938743,1267.162459000945,473.72911169938743,1267.162459000945,479.1198840997507,1271.9404847750811,-37.90897248604323,145.13204964212295,7.20346842644756,7.20346842644756,,,,,9.438399982172996,0.0,,,
473.0268462,1272.159309,476.93,1284.79,145.1319804155997,-37.90896941496369,native,True,True,28533357#0,0,3.4284858832939213,False,473.02684620110085,1272.1593089997768,473.1088271918384,1271.5759872867347,478.8772163489858,1272.9554893095305,-37.90896329883751,145.1320471142952,5.90429792209905,5.931048752050014,,,,,3.236900025513023,0.0,,,
471.7866339,1275.069598,476.93,1284.79,145.1319669777577,-37.90894297451234,native,True,True,1272942443#3,0,2.074343581457811,False,471.78663390059955,1275.069597998634,472.1229889877768,1274.3396109020382,472.02624910250466,1278.4104166452075,-37.908912922878265,145.13197046328617,3.3494006440373134,4.071955059185068,,,,,2.6500000385567546,0.0,,,
477.7709816,1282.304613,476.93,1284.79,145.1320366666742,-37.90887888002193,native,True,True,:3157090491_2,0,1.465556104750029,True,477.7709816005081,1282.3046129988506,475.869389302558,1280.4968010041953,475.37392921465766,1281.0008698265292,-37.90889019175959,145.13200911576357,2.7286638488252866,0.7067998842326522,,,,,2.2542999940924346,0.0,,,
475.7362837,1288.214475,477.3118565,1288.028709,145.1320148791262,-37.9088252752965,native,True,True,-1272942443#2,0,2.0493113977140536,False,475.7362836992834,1288.2144750002772,476.35573526635517,1286.9219861623449,477.16995974375175,1286.8252141229314,-37.90883804888125,145.13203086313297,1.9963648929507123,0.8199550763328325,,,,,2.1415999508462846,0.0,,,
478.0171809,1294.462773,478.0697274,1294.456577,145.1320422358616,-37.90876940086211,native,True,True,-1272942443#2,0,8.694731270210998,False,478.01718090078793,1294.4627729998901,477.7983447684395,1293.4458500690682,477.94809099872145,1293.4249199521191,-37.908778737618384,145.1320412138771,1.0401501638394126,0.1512018626841531,,,,,2.295500016771257,0.0,,,
479.4925256,1302.843308,479.064506,1302.893773,145.1320609194223,-37.9086941733143,native,True,True,-1272942443#2,0,16.495982500201038,False,479.49252560094465,1302.843307999894,479.2895134894363,1301.1282613709361,478.86156185931367,1301.172506140105,-37.90870911040331,145.13205336489227,1.7859714717562765,0.43023272460775,,,,,2.231099992059171,0.0,,,
480.8408586,1312.132408,480.1834854,1312.212917,145.13207836584652,-37.908610738265224,native,True,True,-1272942443#1,0,1.009418551772253,False,480.84085859777406,1312.1324079986662,480.7354941254715,1309.9010646369459,479.91270652692816,1310.0019325929977,-37.908629762561134,145.13206732766085,2.3238742910866903,0.8289473908969259,,,,,2.4076999980024993,0.0,,,
482.7968747,1319.726018,481.1286354,1319.930327,145.1321023351348,-37.908542686277684,native,True,True,1272942443#1,0,92.27036224943235,False,482.7968747005798,1319.726018000394,482.45858435007534,1318.419648631653,482.9583829247232,1318.3656046657416,-37.90855497035834,145.13210386150786,1.3699669147707265,0.5027120104706704,,,,,2.336899982765317,0.0,,,
484.386391,1329.440501,482.3242743,1329.693048,145.1321226205554,-37.908455462799694,native,True,True,1272942443#1,0,82.79306075067056,False,484.3863910001237,1329.4405010007322,484.1698876520641,1327.758872807643,484.11119259296345,1327.772531558582,-37.90847043859436,145.1321191116487,1.6905195128275092,0.06026335072034252,,,,,2.4820000398904085,0.0,,,
485.8438453,1338.927075,483.4904622,1339.215293,145.13214135250252,-37.908370268537865,native,True,True,1272942443#1,0,72.9690138635811,False,485.84384530066745,1338.9270750004798,485.789987827034,1337.4586403581966,485.3061800304911,1337.5236290488074,-37.9083828140682,145.13213491970436,1.5029120007570607,0.4881531664375636,,,,,2.25650001084432,0.0,,,
488.5022528,1349.223895,484.7721613,1349.680719,145.1321739234061,-37.90827799214462,native,True,True,1272942443#1,0,62.53002290029362,False,488.5022527994006,1349.2238949993625,487.9428253818889,1347.712714052657,486.5759686629117,1347.8851042893596,-37.908289704609935,145.1321517172321,2.3458327177527063,1.3776849000854599,,,,,2.1772999898530543,0.0,,,
492.4236756,1357.199581,485.78,1357.91,145.1322203254982,-37.90820685303073,native,True,True,1272942443#1,0,52.85104322753829,False,492.4236756002065,1357.199581000954,491.0841078333111,1357.0798983940178,487.75331026662775,1357.4922117756828,-37.90820337398632,145.13216729177282,4.679524027015181,3.356220307864765,,,,,2.2230000467970967,0.0,,,
495.9601828,1366.703132,486.0039295,1365.263893,145.1322626991894,-37.90812188104937,native,True,True,1272942443#1,0,44.735564839375776,False,495.96018280024873,1366.7031320007518,494.65661675071493,1366.536551628712,487.9866053089327,1365.5687546823292,-37.908130660658905,145.13217178414166,8.053865525980235,6.73985782957871,,,,,2.4276000331155956,0.0,,,
496.0361873,1377.028582,485.3053289,1378.73971,145.1322659154094,-37.908028880630525,native,True,True,1272942443#1,0,32.18967253127429,False,496.036187299178,1377.028582001105,496.69239341080987,1376.4599422839717,487.20745722127197,1377.9766561894282,-37.908018746674486,145.13216575211385,8.879488693336302,9.605437813583045,,,,,2.1602000342682004,0.0,,,
501.9220752,1387.699555,487.1106644,1390.061362,145.13233526638675,-37.90793381621671,native,True,True,1272942443#1,0,21.313074508060627,False,501.92207520036027,1387.6995550012216,500.5550000391089,1386.858487589381,488.9220993377372,1388.7172514695335,-37.9079223022904,145.13218769367157,13.039749941252566,11.78046611514729,,,,,2.651000046171248,0.0,,,
500.604022,1395.907974,488.3544285,1397.861278,145.13232215040708,-37.90785963492252,native,True,True,1272942443#1,0,11.75684331166815,False,500.60402200114913,1395.9079740010202,502.0434034786166,1396.2988640622027,490.42859212611114,1398.1539900034488,-37.90783756578607,145.13220697157792,10.420362806782745,11.762029374736908,,,,,2.3508999729529023,0.0,,,
504.0006814,1405.973356,491.1787143,1411.264962,145.13236306172985,-37.907769576543465,native,True,True,1001027006,0,31.04743659868457,False,504.00068140093936,1405.9733560001478,504.2443541213844,1405.9865558280485,504.7373451455135,1410.4837687921727,-37.90772907860288,145.13237246465985,4.570174726094385,4.5241534671757515,,,,,2.316800004336983,0.0,,,
503.9163697,1412.936043,492.5040034,1415.852281,145.13236368909813,-37.90770683976173,native,True,True,1001027006,0,30.956672769632352,False,503.9163697005715,1412.9360429998487,505.2515795615152,1414.2988147590347,504.8275629319086,1410.4738277820534,-37.9077291844356,145.13237348813306,2.625409850590464,3.848417268989913,,,,,2.3031000164337456,0.0,,,
497.0367919,1417.84959,493.2609351,1418.814447,145.13228659052356,-37.90766133574821,native,True,True,350484353#8,0,75.33968559053487,False,497.0367918970878,1417.8495899988338,502.0535519890226,1420.6626186862554,502.19079685277745,1421.8603963346186,-37.90762613561248,145.13234610287893,6.530722360232784,1.2056149665401052,,,,,2.6112000341527164,0.0,,,
495.2116133,1426.083739,493.1417578,1425.231445,145.1322677147041,-37.90758683113957,native,True,True,:cluster_11820724987_9239946034_9351956751_9351956760_0,0,0.6171612965488475,True,495.21161330107134,1426.0837390003726,498.6791279039047,1427.4820849223088,498.6789550760548,1427.483085102713,-37.907574851274035,145.1323074555655,3.739067864947192,0.0010150026140701015,,,,,2.2578000207431614,0.0,,,
489.4098469,1433.965083,488.1451384,1428.846025,145.13220354659035,-37.907514786968015,native,True,True,-45897403#0,0,90.96148419655064,False,489.4098469010205,1433.9650830011815,493.481479482485,1434.5946414695109,493.55247105843426,1435.1043763638804,-37.9075052716177,145.13225090583134,4.296431574676587,0.5146547059861656,,,,,2.4100999580696225,0.0,,,
481.3095856,1438.204802,480.3647901,1430.075408,145.13211241621408,-37.9074751325339,native,True,True,1209653412#1,0,7.176835012655501,False,481.30958559940336,1438.2048019999638,486.1165693502128,1440.1506155684046,485.878794122856,1438.3777172477733,-37.90747439958111,145.13216440536078,4.572479219604739,1.7887720687785116,,,,,2.3523999843746424,0.0,,,
