gps_x,gps_y,gt_x,gt_y,lon,lat,method,kalman,matched,edge_id,lane_index,lane_pos,is_internal_edge,raw_x,raw_y,filt_x,filt_y,matched_x,matched_y,matched_lat,matched_lon,match_error_raw_m,match_error_filt_m,raw_dist,score,components,window_len,match_ms,phone_speed_mps,phone_course_deg,accuracy_m,unmatched_reason
473.7291117,1267.162459,476.93,1284.79,145.13198726173027,-37.90901455454441,st,True,True,28533357#0,0,,False,473.72911169938743,1267.162459000945,473.72911169938743,1267.162459000945,479.12,1271.94,-37.908972490431125,145.13204964333025,7.2032336257636835,7.2032336257636835,7.2032336257636835,-3.9795290250928295,obs=0.019 trans=-- fs=0.019 ft=--,1,13.979699986521155,0.0,,,
473.0268462,1272.159309,476.93,1284.79,145.1319804155997,-37.90896941496369,st,True,True,28533357#0,0,,False,473.02684620110085,1272.1593089997768,473.1088271918384,1271.5759872867347,478.87730520270867,1272.9551176617474,-37.90896330220143,145.13204711522076,5.904335860701127,5.931048739740444,5.931048739740444,-7.938171505792964,obs=0.019 trans=1.000 fs=0.019 ft=1.000,2,28.96399999735877,0.0,,,
471.7866339,1275.069598,476.93,1284.79,145.1319669777577,-37.90894297451234,st,True,True,28533357#0,0,,False,471.78663390059955,1275.069597998634,472.1229889877768,1274.3396109020382,478.19899846373283,1275.7922660411175,-37.908937622053934,145.13204004942057,6.452958111606988,6.247247242186028,6.247247242186028,-11.901627435182878,obs=0.019 trans=1.000 fs=0.019 ft=1.000,3,5.462600034661591,0.0,,,
477.7709816,1282.304613,476.93,1284.79,145.1320366666742,-37.90887888002193,st,True,True,28533357#0,0,,False,477.7709816005081,1282.3046129988506,475.869389302558,1280.4968010041953,478.08,1276.29,-37.908933116867765,145.13203880983528,6.022546130762977,4.752259919716485,1.7349534181923867,-15.820060821145663,obs=0.020 trans=1.000 fs=0.020 ft=1.000,4,5.941400013398379,0.0,,,
475.7362837,1288.214475,477.3118565,1288.028709,145.1320148791262,-37.9088252752965,st,True,True,-1272942443#2,0,,False,475.7362836992834,1288.2144750002772,476.35573526635517,1286.9219861623449,477.1700494912724,1286.8259753148654,-37.908838042040465,145.1320308643268,1.9958997276081505,0.8199547181010883,0.8199547181010884,-19.924696290894037,obs=0.020 trans=1.000 fs=0.020 ft=1.000,5,7.947599980980158,0.0,,,
478.0171809,1294.462773,478.0697274,1294.456577,145.1320422358616,-37.90876940086211,st,True,True,-1272942443#2,0,,False,478.01718090078793,1294.4627729998901,477.7983447684395,1293.4458500690682,477.9484717756863,1293.428149504895,-37.90877870859454,145.1320412189422,1.0369024642020954,0.15116688882467813,0.15116688882467813,-23.839395661938045,obs=0.020 trans=1.000 fs=0.020 ft=1.000,6,10.858200024813414,0.0,,,
479.4925256,1302.843308,479.064506,1302.893773,145.1320609194223,-37.9086941733143,st,True,True,-1272942443#2,0,,False,479.49252560094465,1302.843307999894,479.2895134894363,1301.1282613709361,478.8622842841884,1301.1786333733016,-37.90870905533814,145.13205337450196,1.7799847554872985,0.43018848478203375,0.43018848478203375,-27.75429779636226,obs=0.020 trans=1.000 fs=0.020 ft=1.000,7,5.348899983800948,0.0,,,
480.8408586,1312.132408,480.1834854,1312.212917,145.13207836584652,-37.908610738265224,st,True,True,-1272942443#1,0,,False,480.84085859777406,1312.1324079986662,480.7354941254715,1309.9010646369459,479.91269430546294,1310.0018328013673,-37.90862976345788,145.13206732749916,2.3239706592094738,0.8289473848001577,0.8289473848001576,-31.669827545329383,obs=0.020 trans=1.000 fs=0.020 ft=1.000,8,8.503300021402538,0.0,,,
482.7968747,1319.726018,481.1286354,1319.930327,145.1321023351348,-37.908542686277684,st,True,True,-1272942443#1,0,,False,482.7968747005798,1319.726018000394,482.45858435007534,1318.419648631653,480.9660098050946,1318.6024440011977,-37.90855247722651,145.13208126278715,2.148135190622392,1.503726344602464,1.503726344602464,-31.46543371061223,obs=0.020 trans=1.000 fs=0.020 ft=1.000,8,5.176900012884289,0.0,,,
484.386391,1329.440501,482.3242743,1329.693048,145.1321226205554,-37.908455462799694,st,True,True,-1272942443#1,0,,False,484.3863910001237,1329.4405010007322,484.1698876520641,1327.758872807643,482.1181696355916,1328.0101463901142,-37.908467938362946,145.13209650574132,2.681555979396303,2.0670474673712493,2.0670474673712493,-31.37394436894553,obs=0.020 trans=1.000 fs=0.020 ft=1.000,8,10.512400011066347,0.0,,,
485.8438453,1338.927075,483.4904622,1339.215293,145.13214135250252,-37.908370268537865,st,True,True,-1272942443#1,0,,False,485.84384530066745,1338.9270750004798,485.789987827034,1337.4586403581966,483.3124849292742,1337.762059748047,-37.90838030636963,145.13211230636685,2.7865831888284283,2.496013608645869,2.496013608645869,-31.33563776744244,obs=0.020 trans=1.000 fs=0.020 ft=1.000,8,7.197299972176552,0.0,,,
488.5022528,1349.223895,484.7721613,1349.680719,145.1321739234061,-37.90827799214462,st,True,True,-1272942443#1,0,,False,488.5022527994006,1349.2238949993625,487.9428253818889,1347.712714052657,484.5815552237924,1348.1243682797476,-37.90828718927913,145.13212909594483,4.071956346343494,3.386383953185395,3.386383953185395,-31.349615143359276,obs=0.020 trans=1.000 fs=0.020 ft=1.000,8,5.562499980442226,0.0,,,
492.4236756,1357.199581,485.78,1357.91,145.1322203254982,-37.90820685303073,st,True,True,-1272942443#1,0,,False,492.4236756002065,1357.199581000954,491.0841078333111,1357.0798983940178,485.75821984772665,1357.732159057147,-37.90820085238173,145.13214466296986,6.686698720161165,5.365680460823104,5.365680460823105,-31.384762894694177,obs=0.019 trans=1.000 fs=0.019 ft=1.000,8,5.150499986484647,0.0,,,
495.9601828,1366.703132,486.0039295,1365.263893,145.1322626991894,-37.90812188104937,st,True,True,1272942443#1,0,,False,495.96018280024873,1366.7031320007518,494.65661675071493,1366.536551628712,487.9871050099899,1365.565323190892,-37.90813069166081,145.1321717890414,8.053854874363795,6.739856937509842,6.739856937509842,-31.45490970990597,obs=0.019 trans=1.000 fs=0.019 ft=1.000,8,5.0823999918065965,0.0,,,
496.0361873,1377.028582,485.3053289,1378.73971,145.1322659154094,-37.908028880630525,st,True,True,1272942443#1,0,,False,496.036187299178,1377.028582001105,496.69239341080987,1376.4599422839717,487.207063867247,1377.974192202137,-37.90801876879968,145.13216574708025,8.879617065423988,9.605437489497834,9.605437489497834,-31.722244740846907,obs=0.018 trans=0.807 fs=0.014 ft=1.000,8,6.63920002989471,0.0,,,
