sim_time,phone_lat,phone_lon,matched,edge_id,lane_index,lane_pos,is_internal_edge,raw_x,raw_y,matched_x,matched_y,matched_lat,matched_lon,match_error_m,unmatched_reason
439,-37.90914573,145.1323902,TRUE,310292423,0,20.73751623,FALSE,509.4459543,1253.316382,509.5279815,1253.312303,-37.90914578,145.1323911,0.082128558,
440,-37.90904508,145.1323757,TRUE,310292423,0,31.77475996,FALSE,507.9473977,1264.459463,510.1709122,1264.330805,-37.90904664,145.132401,2.227233643,
441,-37.90904256,145.1323883,TRUE,310292423,0,32.14028654,FALSE,509.0495522,1264.761288,510.1922045,1264.695711,-37.90904336,145.1324013,1.144532438,
442,-37.90902794,145.1323769,TRUE,310292423,0,33.67957036,FALSE,508.0147938,1266.363516,510.2818693,1266.232381,-37.90902953,145.1324026,2.27086498,
443,-37.90901498,145.132185,TRUE,28533357#0,0,16.9270889,FALSE,491.1146624,1267.463595,491.4787822,1270.398917,-37.9089886,145.1321898,2.957819721,
444,-37.90900477,145.1321067,TRUE,28533357#0,0,9.951200803,FALSE,484.2080404,1268.458614,484.5565036,1271.262093,-37.90897958,145.1321113,2.825052523,
445,-37.90895601,145.1320656,TRUE,28533357#0,0,2.983981857,FALSE,480.4862231,1273.796861,478.7738571,1273.387809,-37.90895939,145.132046,1.760545468,
446,-37.90898464,145.1320664,TRUE,28533357#0,0,6.123765122,FALSE,480.6202157,1270.621344,480.7584816,1271.735689,-37.90897463,145.1320682,1.122890373,
447,-37.90899024,145.1320871,TRUE,28533357#0,0,8.014190666,FALSE,482.452555,1270.036406,482.6343793,1271.501773,-37.90897707,145.1320895,1.476604116,
448,-37.90903236,145.132075,TRUE,28533357#0,0,7.632508527,FALSE,481.4824094,1265.341247,482.2556304,1271.549001,-37.90897658,145.1320852,6.255724394,
449,-37.90903494,145.1320486,TRUE,28533357#0,0,5.376454106,FALSE,479.1671313,1265.008449,480.0169137,1271.828159,-37.90897366,145.1320598,6.87245051,
450,-37.90903346,145.132035,TRUE,28533357#0,0,4.472095888,FALSE,477.9681661,1265.148718,479.1198841,1271.940485,-37.90897249,145.1320496,6.888726371,
451,-37.90903322,145.1320244,TRUE,28533357#0,0,4.472095888,FALSE,477.0357099,1265.156675,479.1198841,1271.940485,-37.90897249,145.1320496,7.096749384,
452,-37.90904089,145.1320257,TRUE,28533357#0,0,4.472095888,FALSE,477.1670569,1264.307864,479.1198841,1271.940485,-37.90897249,145.1320496,7.878478695,
453,-37.90906293,145.1320231,TRUE,28533357#0,0,4.472095888,FALSE,476.9874793,1261.857617,479.1198841,1271.940485,-37.90897249,145.1320496,10.30589061,
