sim_time,phone_lat,phone_lon,gps_x,gps_y,sumo_x,sumo_y
50.0,-37.90807518735003,145.12939177171538,243.4490675383131,1366.8235371597111,244.44118659252516,1379.824356077283
51.0,-37.90821683225778,145.12933379733394,238.66745529364562,1351.003634476103,242.58055188550816,1366.9490479710928
52.0,-37.908318329085816,145.12932403337962,238.0350319155259,1339.7238153172657,240.24334026871776,1350.775900409104
53.0,-37.90837792877484,145.12931737328444,237.58220216684276,1333.0985870268196,238.63368091594666,1339.6373034374476
54.0,-37.90847736305615,145.12929187740184,235.562072197441,1322.0198823427781,237.686579079531,1333.0835033251515
55.0,-37.90854579074738,145.1292819759317,234.84392989816843,1314.4093357976526,236.07700103856877,1321.9454690187983
56.0,-37.908583936349295,145.1293423221663,240.2343804106349,1310.282976723276,234.98499447160017,1314.3889502939355
57.0,-37.9086128034132,145.12941790909014,246.94409262464615,1307.2130943182856,239.90998233727927,1307.5958574597712
58.0,-37.908611614373676,145.12947190661035,251.68878620670876,1307.4402954438701,246.88859388424777,1306.7533760071312
59.0,-37.908629772451306,145.12953400511262,257.1887764717685,1305.5349320117384,251.53809652515002,1306.1920724136305
60.0,-37.90863429135423,145.1296075036791,263.66066519974265,1305.1631453605369,257.1857983288878,1305.510262860589
61.0,-37.90864771844178,145.1296991839088,271.75087589689065,1303.8349279845133,263.60383654334555,1304.7147768935395
62.0,-37.90865954388902,145.12978257158605,279.1084558540024,1302.6698021022603,271.72887656758866,1303.6700099354803
63.0,-37.90867225463225,145.12987547292212,287.3044230003143,1301.4232124835253,279.11052730989786,1302.6853307786237
64.0,-37.90868854642265,145.12998662747802,297.11313904158305,1299.8114360915497,287.3265844075181,1301.5893455501164
65.0,-37.90870537715488,145.13010866579705,307.8799250142183,1298.1590381953865,290.91900878409615,1301.1101322237632
66.0,-37.90871716166638,145.13022628022193,318.24653640564065,1297.0587789099663,290.91900878409615,1301.1101322237632
67.0,-37.908735342074934,145.13033532548258,327.87399826868204,1295.2336760796607,330.91,1295.67
68.0,-37.90874859085412,145.13043980500282,337.08907144644763,1293.9477498363703,330.91,1295.67
69.0,-37.9087588927173,145.13054192776352,346.090382838971,1292.984662537463,337.20567780924483,1294.722733662961
70.0,-37.9087813791002,145.13063023892178,353.90452222467866,1290.645160487853,346.14941987062105,1293.3770317324297
71.0,-37.90877740433461,145.13074255420221,363.77016177389305,1291.2842291481793,354.13478613542395,1292.175529863883
72.0,-37.90879558897638,145.13083183027476,371.6595553008956,1289.4237539879978,363.6879934734274,1290.7381259820074
73.0,-37.90879682425358,145.13092278768033,379.6590536147705,1289.4470206927508,371.67646771264907,1289.536156478421
74.0,-37.90880989341719,145.13103320164734,389.39545131038176,1288.191428102553,379.51564532284675,1288.4172194406954
75.0,-37.908831071093495,145.13111936687616,397.01799560920335,1285.9933235496283,389.23424659465303,1287.0610291812843
76.0,-37.90883214968419,145.13121236436885,405.19650009443285,1286.037547942251,397.0120800504163,1285.9518424971582
77.0,-37.90885341427888,145.13128520220843,411.647520665254,1283.806295759976,405.0213904835785,1284.8096451832114
78.0,-37.9088523714598,145.13138012311333,419.990405091492,1284.0892974361777,411.6556838018395,1283.8635372665203
79.0,-37.90887436930338,145.13146817443533,427.78058062598575,1281.803478743881,419.7927247724427,1282.7031244672344
80.0,-37.90888417852804,145.1315547772417,435.41629297763575,1280.8676097877324,427.7471077332156,1281.5687602884807
81.0,-37.90888220500893,145.1316808340489,446.4944920318667,1281.3087255042046,435.4260062193702,1281.2806538291077
82.0,-37.90888970652802,145.1317624349894,453.68531781749334,1280.6201005596668,446.4877146184809,1281.0205240683224
83.0,-37.908911118124884,145.13184550183752,461.0359535088646,1278.3905210467055,453.69075089604684,1280.8511357572038
84.0,-37.90891013722097,145.13193549712156,468.94592146168,1278.657924248837,455.43900028596215,1280.8100235095126
85.0,-37.908915232586345,145.1320114497878,475.634810378775,1278.226327768527,476.93,1284.79
86.0,-37.90895226216487,145.13205381890978,479.44212783599505,1274.1919845361263,476.93,1284.79
87.0,-37.90893867746059,145.13206374498424,480.2845961240819,1275.7168970787898,476.93,1284.79
88.0,-37.90893426934372,145.13202883698557,477.2057760905009,1276.1445463532582,476.93,1284.79
89.0,-37.90893192262589,145.13201025325793,475.5667260013288,1276.3722104821354,476.93,1284.79
90.0,-37.90892788032402,145.1319782421491,472.74340569996275,1276.764368978329,476.93,1284.79
91.0,-37.908931088715164,145.13200364947218,474.9842844037921,1276.4531112527475,476.93,1284.79
92.0,-37.908929128287184,145.13198812479928,473.61503711226396,1276.6432995954528,476.93,1284.79
93.0,-37.90894453223806,145.13201740282727,476.2233353673946,1274.9855811167508,476.93,1284.79
94.0,-37.90906345778222,145.13202758893652,477.38330755976494,1261.806959476322,476.93,1284.79
95.0,-37.90908269449086,145.13203488722075,478.06772585364524,1259.6852165618911,476.93,1284.79
96.0,-37.909055586649814,145.13202833093985,477.4310405551805,1262.681686467491,476.93,1284.79
97.0,-37.909072782700676,145.13204767686452,479.17011598456884,1260.8076093541458,476.93,1284.79
98.0,-37.90903678076562,145.13197840792418,473.0001318003633,1264.6805292954668,476.93,1284.79
99.0,-37.90904955405542,145.13199875853212,474.81770324346144,1263.2989945206791,476.93,1284.79
