sim_time,phone_lat,phone_lon,gps_x,gps_y,sumo_x,sumo_y
6.0,-37.90882700664117,145.13205442250893,479.2166877434938,1288.0920200990513,-1073741824.0,-1073741824.0
7.0,-37.908916161430916,145.13189644566282,465.52601571637206,1277.9206466451287,477.3453354455039,1288.312659889644
8.0,-37.90889990053876,145.13192553086682,468.0469515534933,1279.7762785768136,455.43900028596215,1280.8100235095126
9.0,-37.908880873618564,145.13197892359003,472.698792036972,1281.9816660303622,476.93,1284.79
10.0,-37.9088246729578,145.13200985281273,475.29304357082583,1288.2724585076794,476.93,1284.79
11.0,-37.908755522256634,145.13202820918067,476.75313002459006,1295.9781008465216,477.31252209358877,1288.0343540530305
18.0,-37.90815925610301,145.13223121807445,493.2755108739366,1362.5003581382334,481.4280350432895,1322.3750073401154
19.0,-37.90807401123033,145.13225340693185,495.0367974402616,1371.998634886928,486.1796257873945,1363.0518517978094
20.0,-37.90793423235047,145.13230332013353,499.11433257645695,1387.5971079971641,485.2351995494764,1370.5817524836855
21.0,-37.907906696401945,145.13232400456297,500.8716610110714,1390.6890664929524,487.025111147845,1389.5248390987551
22.0,-37.90778076431028,145.13214211089706,484.59983894455945,1404.342705852352,487.54950073663844,1392.8134003760777
23.0,-37.90771389047083,145.13217619603932,487.4478798561031,1411.8233996089548,489.2692197365192,1403.5981326280973
24.0,-37.90762523795729,145.13222522623468,491.5614593990613,1421.7470868369564,490.82118243659244,1410.3991162971927
25.0,-37.90758091056005,145.13221006258595,490.1297367034713,1426.6391620021313,493.6572533476009,1421.5655613768467
26.0,-37.90752636666101,145.13215148693092,484.85855729860486,1432.5884377714247,490.89393692826576,1427.7035837438093
27.0,-37.907497111553916,145.132026510982,473.80574605433503,1435.614566983655,484.5104976408856,1429.5935947824769
28.0,-37.907470819406214,145.13186854999813,459.8595001475187,1438.253783222288,473.2706729512316,1430.885912812326
29.0,-37.907473649425036,145.13172566299616,447.30329811025877,1437.6879970384762,459.2058732438764,1432.4774218868474
30.0,-37.90747960169832,145.13155854676472,432.6238290051697,1436.7330360375345,446.8453988586645,1433.9678990410582
31.0,-37.90745795699926,145.1314404291775,422.1908972490346,1438.926693353802,432.50080380877705,1435.7335458982982
32.0,-37.90743961828403,145.13127859089633,407.9214271637611,1440.6764371059835,421.9575956595638,1437.0312878191503
33.0,-37.907423458275375,145.13113461935646,395.22762518480886,1442.2158870045096,407.68893263582567,1438.78758835864
34.0,-37.90738673942829,145.1309471229058,378.6614046568866,1445.9599068462849,394.99791993944547,1440.3496991470329
35.0,-37.90740182378779,145.130797804783,365.5670358398929,1444.0228572972119,378.2249765703665,1442.4142464307508
36.0,-37.90738067376829,145.13063394726996,351.1137548740371,1446.0808994835243,365.55876152728814,1443.9540650470674
37.0,-37.90735860590353,145.13052115296867,341.1478617149987,1448.330796258524,351.0661627229503,1445.6741289614147
38.0,-37.907351383932635,145.13039666366961,330.1867849994451,1448.9126864615828,341.1838473389999,1446.2282076561687
39.0,-37.90741413942631,145.1302398113156,316.5361116180429,1441.672448749654,331.00900255419384,1444.9660421987903
40.0,-37.90752133024418,145.13014239278863,308.20973104506265,1429.606235165149,317.22575084610435,1440.393939495805
41.0,-37.90760650112452,145.13003111433991,298.61581314576324,1419.9590105460957,307.16194285440014,1430.2545541081215
42.0,-37.907655919122064,145.12992181373747,289.11622245737817,1414.2825792124495,297.6352522895612,1421.9761643074257
43.0,-37.90758954510649,145.1297261109565,271.76248676667456,1421.3025942919776,288.4859757953937,1418.6549154299666
44.0,-37.90751682218316,145.1296253794486,262.7443698795978,1429.1946092620492,271.71794730322733,1421.2226201172796
45.0,-37.90752704448436,145.12949989470764,251.7346285599633,1427.838934998028,262.32,1426.58
46.0,-37.90766358187324,145.12946253446424,248.75395634572487,1412.622161783278,254.31865523908576,1424.8897741142464
47.0,-37.90777826624101,145.12947052470912,249.71179801149992,1399.9103105925024,249.16289422533495,1412.5640122350792
48.0,-37.90785475279592,145.12942044808221,245.47942786099156,1391.3346408465877,247.3922851729337,1400.2455077043085
49.0,-37.90795723402493,145.12939823077696,243.75429937511217,1379.9236194258556,246.0917712579085,1391.2461499640767
