gps_x,gps_y,gt_x,gt_y,lon,lat
824.7399559,865.214302,823.9031444,865.5540168,145.13588678838676,-37.912698700649365
828.850454,874.3713899,827.6849977,874.8463133,145.13593560840246,-37.912616951795364
828.9681083,878.5281864,829.0866496,878.4851237,145.13593789135882,-37.912579527518446
833.6325484,890.9675075,833.6224824,890.9711641,145.1359937560366,-37.9124683112392
838.1765216,900.0909357,837.1026682,900.4850986,145.1360474968666,-37.9123869436299
844.011745,909.452055,840.8558474,910.6282608,145.13611597351843,-37.91230366740132
848.5066586,919.0572531,844.4392609,920.494727,145.1361692657982,-37.912217950984896
851.6565402,932.2482302,848.7071639,933.2357,145.13620807978316,-37.91209969066598
856.5206012,940.5459321,851.695542,942.1613924,145.13626527185667,-37.91202581894555
859.8890609,955.4278488,856.515406,956.5573697,145.13630695526635,-37.911892365536616
864.3422803,967.4502074,860.5837142,968.708599,145.13636032242033,-37.91178486710512
867.8318063,977.4898228,863.9579628,978.78681,145.1364022813064,-37.911695056143635
866.9945742,983.6768763,865.736241,984.0981742,145.13639416824526,-37.91163917079684
867.7545691,987.1500302,866.8584701,987.4500498,145.13640359905085,-37.91160802061004
870.3571849,1000.11233,869.4582502,1000.24184,145.13643613781218,-37.911491721608755
871.471699,1011.031408,871.0220437,1011.09619,145.13645129206495,-37.91139356046671
873.2308034,1022.866075,872.7281718,1022.93849,145.1364739834782,-37.91128726754305
875.7222179,1035.867199,874.6026408,1036.028038,145.13650526641888,-37.91117059874551
876.9572472,1049.467435,876.5419172,1049.527101,145.1365224001935,-37.91104830672589
878.3798339,1062.245585,878.3692734,1062.247102,145.1365414795907,-37.910933454038314
880.4344303,1075.276387,880.2449715,1075.303604,145.13656780234388,-37.91081643920095
