sim_time,phone_lat,phone_lon,gps_x,gps_y,sumo_x,sumo_y
60.0,-37.90758705530728,145.12972321333936,271.5021883843001,1421.5737637570128,284.5894521449731,1418.194996298277
61.0,-37.90752514768129,145.1296064142427,261.0955022586277,1428.2373167397454,271.40400253700096,1421.3974632024701
62.0,-37.907557959129306,145.12948455019335,250.45438497746363,1424.381423626095,261.03,1426.66
63.0,-37.907680096169706,145.12945500727756,248.12894427776337,1410.7763746352866,252.05039479930738,1422.6410937671697
64.0,-37.907794385981376,145.12944727101436,247.70325370761566,1398.0805618977174,248.89324432347198,1410.6676938195385
65.0,-37.907910354300185,145.1294222350959,245.76034178922419,1385.1679742485285,247.09218616756243,1398.1688684037813
66.0,-37.90802090252325,145.12939682529708,243.77249790728092,1372.8561668647453,245.22459122898738,1385.2453965578402
67.0,-37.90812161863327,145.12937790802636,242.3335808062693,1361.6468328731135,243.44112098567464,1372.9040547596492
68.0,-37.90822859086307,145.12938098691532,242.84246237459593,1349.7820939430967,241.8249411915473,1361.720337329295
69.0,-37.908309562889926,145.12935461215062,240.7039400874637,1340.7505042916164,240.15583020830363,1350.170344151353
70.0,-37.90840814957306,145.12929799591433,235.94587647222215,1329.710949882865,238.8336109899763,1341.0207890260574
71.0,-37.908490350053555,145.1292835606588,234.8598007421242,1320.5641072792932,237.17356643171289,1329.533534124792
72.0,-37.90856359744232,145.12929329227742,235.87849024799652,1312.4533815458417,235.85656184859528,1320.42006347902
73.0,-37.90860947108586,145.1294396681297,248.84967886749655,1307.6212523570284,234.91,1312.4533815458417
74.0,-37.9086293414733,145.12957029439923,260.37828895437997,1305.6467713257298,248.7182404093208,1306.5324949261474
75.0,-37.9086476336259,145.12969116677272,271.0458387749968,1303.8301980867982,260.38906211522163,1305.1547969806254
76.0,-37.908666579980604,145.1298109254423,281.6169252520194,1301.9390532504767,271.0367857104683,1303.762331756906
77.0,-37.908680816393606,145.12989051501583,288.6459481951897,1300.4996870607138,281.6709148610988,1302.3437865437154
78.0,-37.90870396080045,145.13001385933728,299.5416118368157,1298.149006742984,288.76569568666554,1301.3973745492601
79.0,-37.90872704573647,145.13013047111053,309.84522655641194,1295.7930385051295,299.3517035518165,1296.7437602010314
80.0,-37.90873240292532,145.13024399971954,319.8383144252002,1295.3987796213478,309.81329380383255,1294.5212819241397
81.0,-37.90874800741898,145.13035823624864,329.91644493851345,1293.8686649976298,319.6550431338769,1293.8735284139532
82.0,-37.90875204994743,145.13047409511506,340.11147317214636,1293.624371657148,330.20172098966884,1295.775939168212
83.0,-37.90876835112312,145.13054458312453,346.3448835507734,1291.939792550169,340.208749132277,1294.2708826537084
84.0,-37.908783666006485,145.1306530522355,355.9153015280608,1290.4316142583266,346.5520203038569,1293.3164552783549
85.0,-37.90879240253129,145.1307503370809,364.4877852569334,1289.6336753843352,356.1324704556954,1291.8749523619904
86.0,-37.90880818803129,145.13087001736488,375.04490162350703,1288.093017281033,364.63257958384804,1290.59600075706
87.0,-37.908819306103155,145.13099147322515,385.7477335689473,1287.0733964722604,375.17424164142693,1289.021795600669
88.0,-37.90881846783195,145.13110230195,395.48965256585507,1287.3617657376453,385.81275308465797,1287.5402954066851
89.0,-37.90884854144072,145.1312165567598,405.6015480887727,1284.2260263822973,395.32293774416365,1286.1927288782238
90.0,-37.90886122177803,145.1313246315429,415.13141407910734,1283.0094268890098,405.67155465978897,1284.7169261180823
91.0,-37.90887213737951,145.13143050530527,424.46384337340714,1281.9847614420578,415.1815120308288,1283.3607235016905
92.0,-37.908881762133085,145.13153983249651,434.09701530856546,1281.1094098603353,424.4711420912459,1282.0359414756833
93.0,-37.90889242194624,145.13165349958382,444.11403893859824,1280.126838868484,434.1017746402253,1281.3117947732983
94.0,-37.9088863555745,145.1317426091757,451.9348316534888,1280.957006466575,444.13635538513523,1281.0758191902712
95.0,-37.90891062335488,145.131841583741,460.69038449414074,1278.4385199453682,451.9333138590223,1280.8924640637856
96.0,-37.90892192899584,145.1319311134222,468.5867389959749,1277.3417273825034,460.72050178288197,1277.9234257276319
97.0,-37.90893082749947,145.13200158090785,474.80184087797534,1276.4784527784213,468.5631664515461,1278.3276143877304
98.0,-37.90893776553255,145.13205652303662,479.64763401879463,1275.805366365239,474.3479875207572,1278.5152580888644
99.0,-37.9089370071185,145.13205051748022,479.1179551224923,1275.8789438325912,476.6475118996162,1279.4520665273437
100.0,-37.908933634939466,145.132023813128,476.76268123893533,1276.206092399545,476.3677292832627,1279.2218907578615
101.0,-37.90893070879442,145.13200064089202,474.7189332267735,1276.489968817681,475.94,1278.87
102.0,-37.90893783216645,145.13200417040235,475.0450777549995,1275.705742285587,474.27144632597674,1278.4982027139404
