sim_time,phone_lat,phone_lon,gps_x,gps_y,keep0_sumo_x,keep0_sumo_y,keep1_sumo_x,keep1_sumo_y,,
265,-37.91128727,145.136474,891.8387706,1163.221826,892.2942979,1163.162564,892.2942979,1163.162564,,
266,-37.9111706,145.1365053,895.7977194,1178.422826,894.3048679,1178.61704,894.3048679,1178.61704,,
267,-37.91104831,145.1365224,896.984067,1190.925514,895.9240949,1191.063413,895.9240949,1191.063413,,
268,-37.91093345,145.1365415,897.2836667,1201.277417,897.2570679,1201.280887,897.2570679,1201.280887,,
269,-37.91081644,145.1365678,898.7930569,1205.550843,897.8610608,1205.678982,896.8581486,1203.102592,,
270,-37.9107045,145.1365889,885.7958086,1208.22582,885.904876,1206.000162,885.904876,1206.000162,,
271,-37.91059789,145.1366173,879.229121,1205.123524,879.3952242,1204.86104,879.3952242,1204.86104,,
272,-37.91048246,145.1366522,874.592923,1203.096833,875.319585,1202.110929,875.319585,1202.110929,,
273,-37.91036404,145.1366488,870.1261329,1201.943404,870.2376276,1200.864135,871.9540451,1199.367709,,
274,-37.91024938,145.1366875,864.2337142,1199.465221,864.2428114,1200.794422,864.2466492,1196.998342,,
275,-37.91013301,145.136694,856.0975097,1200.295892,856.1013031,1200.850143,856.1150238,1196.955704,,
276,-37.91002626,145.1367175,852.7936667,1199.902876,853.0644473,1200.90657,853.12,1196.94,,
277,-37.90989004,145.1367659,849.6290163,1198.990335,849.9487613,1198.760775,851.1345276,1196.394626,,
278,-37.90977762,145.1367823,849.2285998,1187.74114,849.8203458,1187.732482,849.8203458,1187.732482,,
279,-37.90968442,145.136788,849.5777129,1184.682391,849.7756763,1184.679494,849.7756763,1184.679494,,
280,-37.9096462,145.1368061,849.7329334,1183.323899,849.7558372,1183.323563,849.7558372,1183.323563,,
281,-37.90961976,145.136659,849.6205898,1182.268737,849.7403779,1182.266985,849.7403779,1182.266985,,
282,-37.90964653,145.1365836,848.9301983,1181.593831,849.7303575,1181.582124,849.7303575,1181.582124,,
283,-37.90966395,145.1365304,849.4400157,1179.803328,849.7042746,1179.799462,849.7042746,1179.799462,,
284,-37.90967353,145.1364794,848.838962,1180.03075,849.7074728,1180.018042,849.7074728,1180.018042,,
285,-37.9096948,145.1364118,850.0738539,1180.156242,849.7095728,1180.161572,849.7095728,1180.161572,,
286,-37.90968585,145.1363195,850.068894,1179.540099,849.7005586,1179.545489,849.7005586,1179.545489,,
287,-37.90968879,145.1362819,850.0750763,1180.308126,849.7117949,1180.313441,849.7117949,1180.313441,,
288,-37.90969644,145.1362457,850.0774919,1180.608197,849.7161849,1180.613483,849.7161849,1180.613483,,
289,-37.90979771,145.1362386,850.0765406,1180.490008,849.7144558,1180.495306,849.7144558,1180.495306,,
290,-37.90982532,145.1362418,850.0736075,1180.125634,849.709125,1180.130967,849.709125,1180.130967,,
291,-37.90983759,145.1362433,850.0681552,1179.448311,849.6992158,1179.453709,849.6992158,1179.453709,,
292,-37.90984708,145.1362418,848.7877461,1178.404843,849.6836776,1178.391734,849.6836776,1178.391734,,
293,-37.90985303,145.1362338,848.2961606,1176.670533,849.6582024,1176.650604,849.6582024,1176.650604,,
294,-37.90986925,145.1362392,849.0235496,1171.127123,849.5772676,1171.119021,849.5772676,1171.119021,,
295,-37.90986709,145.1362324,849.9416077,1163.76567,849.4697788,1163.772574,849.4697788,1163.772574,,
296,-37.90986619,145.1362464,847.8332104,1156.616768,846.4370914,1156.438194,849.0717248,1156.410349,,
297,-37.90987174,145.1362462,842.4430905,1155.626758,842.1014957,1153.129657,842.1014957,1153.129657,,
298,-37.90986482,145.1362465,837.5843969,1155.212322,837.387706,1153.774487,837.387706,1153.774487,,
299,-37.90986212,145.1362466,832.7815976,1154.968875,832.7058229,1154.414952,832.7058229,1154.414952,,
300,-37.90986318,145.1362465,830.3571006,1155.828107,829.9562282,1155.777203,829.9562282,1155.777203,,
301,-37.90986646,145.1362464,830.4276876,1156.174746,829.9140292,1156.10952,829.9140292,1156.10952,,
302,-37.90987256,145.1362462,829.3268714,1167.364716,830.0071426,1167.358172,830.0071426,1167.358172,,
303,-37.90988173,145.1362314,829.2738282,1174.819517,830.0788418,1174.811774,830.0788418,1174.811774,,
304,-37.90989727,145.1362254,829.1520637,1185.60326,830.1825542,1185.593348,830.1825542,1185.593348,,
305,-37.90994733,145.1362324,831.6995503,1197.209406,830.2944238,1197.222923,830.2944238,1197.222923,,
306,-37.91001381,145.1362412,831.2091802,1208.774557,830.405618,1208.782287,830.405618,1208.782287,,
307,-37.91007783,145.1362156,828.5238291,1220.12277,830.5145225,1220.103621,830.5145225,1220.103621,,
308,-37.91008578,145.1361541,828.4349328,1230.303409,830.6124369,1230.282463,830.6124369,1230.282463,,
309,-37.91008864,145.1360988,828.3468629,1240.389507,830.7094421,1240.36678,830.7094421,1240.36678,,
310,-37.91008997,145.1360441,829.9217173,1245.618166,830.7598797,1245.610103,830.7598797,1245.610103,,
311,-37.91008179,145.1360167,829.4256701,1252.476518,830.7291223,1252.630296,830.7291223,1252.630296,,
312,-37.91007868,145.1360176,826.9442524,1259.554966,826.1693555,1257.554781,826.1693555,1257.554781,,
313,-37.90997768,145.1360076,818.9946828,1260.161677,819.0113796,1260.0986,819.0113796,1260.0986,,
314,-37.90991051,145.1360087,812.0925553,1252.307614,817.9651341,1252.36123,817.9651341,1252.36123,,
315,-37.90981335,145.1360098,811.7846158,1241.152758,818.0669441,1241.210116,818.0669441,1241.210116,,
316,-37.90970926,145.1360414,812.0069873,1230.741789,818.1620071,1230.797984,818.1620071,1230.797984,,
317,-37.90960499,145.1360385,812.4125671,1220.175358,818.2585046,1220.228731,818.2585046,1220.228731,,
318,-37.90950228,145.1360105,812.8273218,1210.233641,818.3492997,1210.284057,818.3492997,1210.284057,,
319,-37.90941055,145.1360118,813.2983138,1199.478144,818.4475287,1199.525156,818.4475287,1199.525156,,
320,-37.90931968,145.1360131,813.7009164,1188.132659,818.5511382,1188.176941,818.5511382,1188.176941,,
321,-37.90927286,145.1360322,813.8710182,1177.788976,818.6455826,1177.832567,818.6455826,1177.832567,,
322,-37.90921099,145.1360281,813.9949188,1170.254743,818.7143749,1170.297832,818.7143749,1170.297832,,
323,-37.90914678,145.1360015,813.2260583,1162.228629,812.5449217,1157.05785,812.5449217,1157.05785,,
324,-37.90913988,145.1359113,812.7144719,1153.629472,813.0609996,1156.990036,813.0609996,1156.990036,,
325,-37.90920939,145.135831,814.4679131,1141.492714,813.9155436,1157.020434,813.9155436,1157.020434,,
326,-37.90930982,145.135825,814.5028272,1139.369672,799.7982714,1143.023531,799.7982714,1143.023531,,
327,-37.90940364,145.1358251,814.4671013,1141.542095,800.19,1144.6,813.9164872,1157.020468,,
328,-37.9094989,145.1358273,798.7481492,1158.568039,799.4085022,1159.990338,801.5010893,1156.77121,,
329,-37.90958853,145.1358298,788.8824222,1160.392223,797.4407907,1162.51288,800.58,1155.36,,
330,-37.90968551,145.1358327,778.2961923,1161.708944,776.0260217,1143.923575,776.0260217,1143.923575,,
331,-37.90978778,145.1358347,768.5836525,1162.916983,766.3174625,1145.162801,766.3174625,1145.162801,,
332,-37.90988099,145.1358343,756.2481108,1152.533583,755.9,1146.45,755.9,1146.45,,
333,-37.90994888,145.135834,744.8305426,1149.213335,744.8861091,1146.286286,744.8861091,1146.286286,,
334,-37.91002105,145.1358234,736.3175453,1147.910883,736.3514621,1146.124266,736.3514621,1146.124266,,
335,-37.91009842,145.1358156,732.6217412,1147.331709,732.7977029,1146.018764,732.7977029,1146.018764,,
336,-37.91020806,145.1358328,726.0313468,1168.968573,725.3958995,1168.967131,725.3958995,1168.967131,,
337,-37.9102272,145.1358327,725.5347475,1176.791918,725.3781456,1176.791562,725.3781456,1176.791562,,
338,-37.91020762,145.1358328,725.5830166,1187.132291,725.3546832,1187.131773,725.3546832,1187.131773,,
339,-37.91005141,145.135658,727.7217225,1196.542365,725.3333424,1196.536946,725.3333424,1196.536946,,
340,-37.9100332,145.1355462,727.8760272,1205.946002,725.3025015,1205.939414,725.3025015,1205.939414,,
341,-37.91001943,145.1354261,727.6913585,1214.755338,725.28,1214.73,725.28,1214.73,,
342,-37.9100068,145.135316,726.5059775,1218.496322,724.747526,1217.445293,724.747526,1217.445293,,
343,-37.91009812,145.1351734,725.9585812,1224.274734,727.1350569,1223.514927,727.1350569,1223.514927,,
344,-37.91012597,145.1350428,725.0129885,1225.742815,727.9122112,1225.382557,727.9122112,1225.382557,,
345,-37.91013617,145.1349457,724.0085814,1224.370014,725.4163945,1221.713015,725.4163945,1221.713015,,
346,-37.91014072,145.1349036,699.4878782,1221.703883,699.4718489,1220.620052,699.4718489,1220.620052,,
347,-37.90994462,145.1348335,689.2405191,1221.349407,689.231972,1220.771495,689.231972,1220.771495,,
348,-37.90987405,145.1348297,676.7248935,1223.630426,676.6808189,1220.971257,676.6808189,1220.971257,,
349,-37.90978091,145.1348326,669.4719493,1223.153789,669.4377645,1221.091308,669.4377645,1221.091308,,
350,-37.90969653,145.134859,661.5176567,1223.511634,661.479727,1221.223209,661.479727,1221.223209,,
351,-37.90961185,145.1348629,647.6812683,1222.294521,647.666953,1221.448149,647.666953,1221.448149,,
352,-37.90953246,145.1348628,635.7345897,1222.443792,635.7211671,1221.650196,635.7211671,1221.650196,,
353,-37.90949855,145.1348502,628.3073766,1223.781186,628.2734643,1221.776165,628.2734643,1221.776165,,
354,-37.90944639,145.1348453,621.6715909,1224.174766,621.6329214,1221.888481,621.6329214,1221.888481,,
355,-37.909433,145.1348349,611.8931419,1224.301407,611.8551276,1222.053859,611.8551276,1222.053859,,
356,-37.90944518,145.1348231,601.1625045,1223.473858,601.1415519,1222.235065,601.1415519,1222.235065,,
357,-37.90946478,145.1345437,593.4147238,1222.97243,593.4044656,1222.365928,593.4044656,1222.365928,,
358,-37.90946613,145.1344272,587.4162457,1224.687147,587.3786769,1222.467906,587.3786769,1222.467906,,
359,-37.90944332,145.1342854,571.3463292,1224.501005,571.3209014,1222.707262,571.3209014,1222.707262,,
360,-37.90944631,145.1342028,562.0878347,1223.363308,562.0803917,1222.838254,562.0803917,1222.838254,,
361,-37.90944165,145.1341124,550.0817973,1223.51306,550.0746439,1223.008446,550.0746439,1223.008446,,
362,-37.90945012,145.1339548,542.4814669,1225.4309,542.4486591,1223.11655,542.4486591,1223.11655,,
363,-37.90944662,145.133819,530.0951917,1223.84098,530.0874063,1223.291782,530.0874063,1223.291782,,
364,-37.90943323,145.1337349,521.3714493,1223.23833,521.3739581,1223.415302,521.3739581,1223.415302,,
365,-37.90942849,145.1336595,513.1443258,1224.430901,513.5580911,1223.093553,513.0866,1224.060888,,
366,-37.90942559,145.1335484,507.0588925,1232.091763,508.3542546,1232.199983,508.3542546,1232.199983,,
367,-37.90943111,145.1334262,509.4046489,1242.891108,508.9215485,1242.919297,508.9215485,1242.919297,,
368,-37.90943423,145.133338,508.2870912,1254.578535,509.5974049,1254.502078,509.5974049,1254.502078,,
369,-37.9094177,145.1332702,509.1746692,1266.055512,510.2678271,1265.991726,510.2678271,1265.991726,,
370,-37.90941648,145.1330874,515.705781,1277.538452,515.9707484,1277.244538,515.9707484,1277.244538,,
371,-37.90942505,145.1329819,529.8902091,1277.034165,529.8942374,1277.855375,529.8942374,1277.855375,,
372,-37.90942154,145.1328454,536.7816661,1278.172637,534.3059778,1278.502501,531.1330572,1278.924608,,
373,-37.90940289,145.1327595,534.2652591,1303.832253,534.4456897,1303.808233,534.4456897,1303.808233,,
374,-37.90941498,145.1326183,536.279163,1315.572535,536.0164681,1315.607507,536.0164681,1315.607507,,
375,-37.90941883,145.1325189,536.9007279,1326.917798,537.5014935,1326.844398,537.5014935,1326.844398,,
376,-37.9094066,145.1324257,540.0240194,1338.869703,539.8687462,1338.935543,539.8687462,1338.935543,,
377,-37.9093365,145.1323582,543.4999511,1342.565006,542.8702765,1343.267768,542.8702765,1343.267768,,
378,-37.90923964,145.1323874,546.1168119,1347.233256,546.8544496,1346.047361,546.8544496,1346.047361,,
379,-37.90913415,145.1323773,555.4482429,1350.779773,555.5769266,1348.006417,555.5769266,1348.006417,,
380,-37.90903092,145.13239,567.4114536,1349.423539,567.4417827,1348.445096,567.4417827,1348.445096,,
381,-37.90892866,145.1324669,575.8258606,1349.592048,575.0912811,1350.87301,575.5980931,1350.598463,,
382,-37.90893576,145.132628,577.5166641,1352.228443,577.3618499,1352.429082,576.9988867,1350.356478,,
383,-37.90892675,145.1327067,588.1666384,1341.176154,586.8998709,1340.028893,586.8998709,1340.028893,,
384,-37.90869515,145.1326839,596.2341539,1334.891626,595.2545432,1333.181134,595.2545432,1333.181134,,
385,-37.90858975,145.1327095,607.0798435,1331.053967,607.1041432,1329.917665,607.1041432,1329.917665,,
386,-37.90848767,145.1327191,613.9119401,1332.060595,613.8916655,1330.058667,613.8916655,1330.058667,,
387,-37.90838056,145.1327574,621.800886,1331.590248,621.7845654,1329.978731,621.7845654,1329.978731,,
388,-37.9083479,145.1327977,632.2841424,1330.965214,632.273076,1329.872508,632.273076,1329.872508,,
389,-37.90830632,145.1328285,641.7599075,1330.08593,641.7327295,1329.698025,641.7327295,1329.698025,,
390,-37.90827606,145.1329354,653.1914125,1328.119874,652.9590954,1327.349523,652.9590954,1327.349523,,
391,-37.90829043,145.1330711,664.9830615,1325.106695,664.6006794,1323.838736,664.6006794,1323.838736,,
392,-37.90829043,145.1331668,675.9872792,1321.478352,675.6905274,1320.494339,675.6905274,1320.494339,,
393,-37.90826699,145.1331867,686.9851517,1317.960237,686.7167492,1317.112809,686.7167492,1317.112809,,
394,-37.90836847,145.1333052,696.4741185,1315.859614,695.7424255,1314.103874,695.7424255,1314.103874,,
395,-37.90842654,145.1333955,709.7516888,1306.701494,709.1198669,1306.364074,709.1198669,1306.364074,,
396,-37.90846307,145.133518,711.4656255,1296.617364,712.4024921,1296.633277,712.4024921,1296.633277,,
397,-37.90845523,145.1335959,712.5467599,1285.935521,712.459598,1285.935811,712.459598,1285.935811,,
398,-37.90846089,145.1336855,713.3845928,1276.175214,711.9704438,1276.275317,711.9704438,1276.275317,,
399,-37.90846841,145.1338045,714.941501,1266.359988,712.6818887,1265.315835,712.6818887,1265.315835,,
400,-37.90847804,145.1339121,717.9600232,1259.827657,716.0612726,1258.812588,716.0612726,1258.812588,,
401,-37.90849781,145.1340416,721.5383195,1252.138904,720.0531771,1251.345249,720.0531771,1251.345249,,
402,-37.90852708,145.134175,723.7494414,1246.428928,722.9179115,1245.984561,722.9179115,1245.984561,,
403,-37.90856175,145.1342993,725.2766641,1242.081372,725.0643857,1241.967931,725.0643857,1241.967931,,
404,-37.90859543,145.1344235,728.2778641,1232.363302,727.9010508,1232.306834,727.9010508,1232.306834,,
405,-37.90861606,145.1345309,726.8981161,1236.810886,727.0232343,1236.845144,727.0232343,1236.845144,,
406,-37.90870095,145.1346798,706.8863259,1221.61327,706.8700185,1220.510637,706.8700185,1220.510637,,
407,-37.9087921,145.134697,700.6271128,1221.689931,700.6110407,1220.603204,700.6110407,1220.603204,,
408,-37.90888852,145.1347068,690.1642921,1221.818065,690.1486133,1220.757939,690.1486133,1220.757939,,
409,-37.90897659,145.1347141,682.0441876,1221.9175,682.0270353,1220.882646,682.0270353,1220.882646,,
410,-37.90906529,145.1347296,669.150472,1223.153314,669.1163834,1221.096635,669.1163834,1221.096635,,
411,-37.90912468,145.1347624,658.4045439,1223.489343,658.4203022,1224.474235,658.3691025,1221.274254,,
412,-37.90919459,145.1348014,648.7117446,1223.967317,648.6688496,1221.431203,648.6688496,1221.431203,,
413,-37.90924643,145.1348252,638.871186,1223.634478,638.8367332,1221.597501,638.8367332,1221.597501,,
414,-37.90928586,145.1348416,631.7368793,1223.305749,631.7100253,1221.71804,631.7100253,1221.71804,,
415,-37.90937395,145.1348735,620.5731795,1224.1306,620.5355709,1221.907041,620.5355709,1221.907041,,
416,-37.90933363,145.1348588,614.6769853,1222.706861,614.6651367,1222.006332,614.6651367,1222.006332,,
417,-37.90946693,145.1346278,597.9896941,1223.894351,597.9625389,1222.288834,597.9625389,1222.288834,,
418,-37.90946511,145.1345567,590.0937314,1224.671235,590.0556648,1222.422589,590.0556648,1222.422589,,
419,-37.90946207,145.1344378,579.9361089,1224.715529,579.9059148,1222.585562,579.9059148,1222.585562,,
420,-37.90945971,145.1343455,571.0061391,1224.939701,570.974562,1222.712172,570.974562,1222.712172,,
421,-37.90944626,145.1341991,559.3527669,1223.397423,559.3453898,1222.877025,559.3453898,1222.877025,,
422,-37.90944129,145.134077,547.3520755,1224.861407,547.3263605,1223.047405,547.3263605,1223.047405,,
423,-37.90943524,145.1339669,535.6991098,1225.376456,535.6684363,1223.212666,535.6684363,1223.212666,,
424,-37.90943646,145.133855,524.5302938,1225.130849,524.5053452,1223.370912,524.5053452,1223.370912,,
425,-37.90943814,145.1337738,515.7750314,1225.534144,515.9788384,1226.819696,515.4867702,1223.686437,,
426,-37.90942869,145.1336471,509.1019043,1224.977098,510.18,1225.82,510.18,1225.82,,
427,-37.90944045,145.1335797,509.1524885,1243.660553,508.9654378,1243.671468,508.9654378,1243.671468,,
428,-37.90942675,145.1333902,509.4475381,1253.316124,509.5279307,1253.311433,509.5279307,1253.311433,,
429,-37.90941832,145.1333006,507.9509424,1264.460007,510.1708928,1264.330472,510.1708928,1264.330472,,
430,-37.90941609,145.1331851,509.048252,1264.761568,510.1921526,1264.694821,510.1921526,1264.694821,,
431,-37.90941246,145.1330837,508.0175776,1266.363277,510.281798,1266.231159,510.281798,1266.231159,,
432,-37.90942425,145.1329508,,,,,,,,
433,-37.9094089,145.1328147,,,,,,,,
434,-37.90940216,145.1326823,,,,,,,,
435,-37.90940235,145.1325553,,,,,,,,
436,-37.90939714,145.1324558,,,,,,,,
437,-37.90940095,145.1323798,,,,,,,,
438,-37.90923266,145.1323847,,,,,,,,
439,-37.90914573,145.1323902,,,,,,,,
440,-37.90904508,145.1323757,,,,,,,,
441,-37.90904256,145.1323883,,,,,,,,
442,-37.90902794,145.1323769,,,,,,,,
443,-37.90901498,145.132185,,,,,,,,
444,-37.90900477,145.1321067,,,,,,,,
445,-37.90895601,145.1320656,,,,,,,,
446,-37.90898464,145.1320664,,,,,,,,
447,-37.90899024,145.1320871,,,,,,,,
448,-37.90903236,145.132075,,,,,,,,
449,-37.90903494,145.1320486,,,,,,,,
450,-37.90903346,145.132035,,,,,,,,
451,-37.90903322,145.1320244,,,,,,,,
452,-37.90904089,145.1320257,,,,,,,,
453,-37.90906293,145.1320231,,,,,,,,
