sim_time,phone_lat,phone_lon,gps_x,gps_y,keep0_sumo_x,keep0_sumo_y,keep1_sumo_x,keep1_sumo_y
296,-37.91132152,145.1364499,871.1913521,1019.022786,872.144255,1018.885501,870.2101174,1005.460579
297,-37.91120514,145.1364724,872.9090724,1031.976411,873.9985698,1031.820601,872.144255,1018.885501
298,-37.91109686,145.1364998,875.0743695,1044.040078,875.7399154,1043.944466,873.9985698,1031.820601
299,-37.91099801,145.1365234,876.9297559,1055.050365,877.3271873,1054.99327,875.7399154,1043.944466
300,-37.91088459,145.1365384,878.0022376,1067.662643,879.1241168,1067.501473,877.3271873,1054.99327
301,-37.91076912,145.1365617,879.7910263,1080.515851,880.9697341,1080.346411,879.1241168,1067.501473
302,-37.91066261,145.1365827,881.4003065,1092.372444,882.672194,1092.18961,880.9697341,1080.346411
303,-37.91055354,145.1366021,882.862968,1104.508891,884.4111,1104.286348,882.672194,1092.18961
304,-37.91044075,145.1366268,884.7844675,1117.068409,886.242082,1116.855733,884.4111,1104.286348
305,-37.9103246,145.1366541,886.9286942,1130.005142,888.097383,1129.854949,886.242082,1116.855733
306,-37.91020121,145.1366797,888.9054163,1143.741592,889.7533501,1143.631279,888.097383,1129.854949
307,-37.91008135,145.136697,890.1655944,1157.072858,891.4798067,1156.901884,889.7533501,1143.631279
308,-37.90995921,145.1367233,892.2043982,1170.671841,893.2534713,1170.53536,891.4798067,1156.901884
309,-37.90984528,145.1367535,894.6081778,1183.367521,894.91765,1183.32726,893.2534713,1170.53536
310,-37.90974614,145.1367741,896.1954147,1194.404337,896.3570696,1194.383244,894.91765,1183.32726
311,-37.90966351,145.1367663,895.3304438,1203.55939,895.4990781,1204.758567,896.3570696,1194.383244
312,-37.9096213,145.1366958,889.0369946,1208.119715,888.84,1206.03,895.4990781,1204.758567
313,-37.90963734,145.1366068,881.2495408,1206.184001,881.2696809,1205.773017,888.84,1206.03
314,-37.90969592,145.1364665,869.0464409,1199.437242,869.5824729,1198.078017,881.2696809,1205.773017
315,-37.90971624,145.1363649,860.152135,1197.002724,860.1522705,1196.976873,869.5824729,1198.078017
316,-37.90971258,145.1362716,851.9437172,1197.245781,852.0106806,1196.780386,860.1522705,1196.976873
317,-37.90975894,145.1362179,847.3294673,1192.006626,849.8822821,1191.969203,852.0106806,1196.780386
318,-37.90984929,145.1362197,847.6821894,1181.983652,849.7354588,1181.953552,849.8822821,1191.969203
319,-37.90994018,145.1362386,849.5443821,1171.931905,849.5885381,1171.931258,849.7354588,1181.953552
320,-37.9100227,145.1362378,849.6600095,1162.773234,849.4543313,1162.77625,849.5885381,1171.931258
321,-37.91008069,145.1362228,848.4728273,1156.312564,849.7994241,1156.888873,849.4543313,1162.77625
322,-37.91009966,145.1361227,839.7098455,1154.031012,839.6338801,1153.474202,848.9516471,1156.236792
323,-37.9100842,145.1360081,829.6047703,1155.545134,829.5102624,1154.834038,839.6338801,1153.474202
324,-37.91006474,145.1358863,818.850306,1157.49062,818.6609556,1156.344392,829.5102624,1154.834038
325,-37.91005151,145.1357779,809.2965118,1158.768645,809.1269953,1157.952666,818.6609556,1156.344392
326,-37.91004858,145.1356931,801.835241,1158.943919,801.9689426,1158.719572,809.1269953,1157.952666
327,-37.91001081,145.1356397,797.0510272,1163.04108,797.3565509,1163.082692,801.8630713,1159.159604
328,-37.90992702,145.1356483,797.6214723,1172.35471,797.0822622,1172.356402,797.3565509,1163.082692
329,-37.90982981,145.135658,798.2587382,1183.158615,797.1161612,1183.162199,797.0822622,1172.356402
330,-37.90972259,145.135653,797.5829822,1195.047169,797.1534499,1195.048516,797.1161612,1183.162199
331,-37.90961232,145.135658,797.7725964,1207.29224,797.1918655,1207.294062,797.1534499,1195.048516
332,-37.90949762,145.1356607,797.7582061,1220.024762,797.2323075,1220.026866,797.1918655,1207.294062
333,-37.90938432,145.1356621,797.6319916,1232.599085,797.2751032,1232.600184,797.2323075,1220.026866
334,-37.90927021,145.135652,796.4906056,1245.244154,797.3140399,1245.241618,797.2751032,1232.600184
335,-37.90917279,145.1356492,796.0254351,1256.049365,797.3473161,1256.045293,797.3140399,1245.241618
336,-37.90910361,145.1356449,795.497071,1263.718129,797.3709294,1263.712369,797.3473161,1256.045293
337,-37.90905641,145.1356658,797.2331133,1268.99273,798.4940136,1269.795121,797.3750112,1263.444377
338,-37.90904027,145.1357299,802.8271702,1270.89563,802.4222521,1270.310749,798.6743102,1267.97316
339,-37.90907058,145.1358242,811.1846419,1267.698482,810.8703186,1266.880243,802.5497122,1269.44858
340,-37.90910476,145.1359386,821.3169421,1264.106488,820.8998919,1263.022629,810.8703186,1266.880243
341,-37.90917772,145.1361157,837.0504714,1256.322334,837.2510055,1255.212712,820.8998919,1263.022629
342,-37.90926079,145.1361978,844.4570065,1247.248625,844.4774404,1247.262917,837.5314043,1256.769398
343,-37.909361,145.1362365,848.0824872,1236.19651,850.1700623,1236.189407,844.4774404,1247.262917
344,-37.90946127,145.1362455,849.0915533,1225.086467,850.1322708,1225.082926,850.1700623,1236.189407
345,-37.90954411,145.136238,848.6139559,1215.880097,850.1009396,1215.875037,850.1322708,1225.082926
346,-37.90960501,145.1362587,850.5710451,1209.159727,850.3362046,1209.099788,850.1009396,1215.875037
347,-37.90964167,145.1363469,858.4048569,1205.246767,858.4029532,1204.974712,850.3362046,1209.099788
348,-37.90963243,145.1364798,870.0709395,1206.505686,870.4562241,1205.364732,858.4029532,1204.974712
349,-37.90958057,145.1366013,880.6373059,1212.473043,880.9260875,1210.076155,870.4562241,1205.364732
350,-37.90956595,145.1366819,887.6873648,1214.236781,887.4200219,1210.479129,880.9260875,1210.076155
351,-37.90957617,145.1367428,893.0688208,1213.210511,892.7367819,1209.953975,887.4200219,1210.479129
352,-37.90954438,145.1368162,899.4551858,1216.866463,899.421678,1216.871229,892.7367819,1209.953975
353,-37.90944499,145.1368361,900.9762728,1227.930146,900.9944369,1227.927562,899.421678,1216.871229
354,-37.90930779,145.136858,902.6038041,1243.193197,903.1548176,1243.114815,900.9944369,1227.927562
355,-37.90916465,145.1368816,904.3593846,1259.11808,905.410016,1258.968628,903.1548176,1243.114815
356,-37.90902585,145.1369065,906.2399445,1274.563843,907.6008904,1274.370249,905.410016,1258.968628
357,-37.90890298,145.1369021,905.5761915,1288.190597,908.9644994,1288.360012,907.6008904,1274.370249
358,-37.90877042,145.1369259,907.3768432,1302.942238,908.1747578,1304.342088,908.9644994,1288.360012
359,-37.90864236,145.1369194,906.5198449,1317.140478,908.8250021,1317.514522,909.6094282,1303.010326
360,-37.9085263,145.1368963,904.2345144,1329.978827,907.5573163,1330.91293,908.8250021,1317.514522
361,-37.9084266,145.1368554,900.415285,1340.970438,902.087641,1342.132056,907.5573163,1330.91293
362,-37.90833733,145.1367724,892.9261475,1350.730426,894.6035539,1352.093318,902.087641,1342.132056
363,-37.90825354,145.136683,884.8790133,1359.870619,886.1619997,1361.145567,894.6035539,1352.093318
364,-37.90813866,145.1364952,868.1129149,1372.287912,868.7214488,1373.531098,886.1619997,1361.145567
365,-37.90808425,145.1363492,855.1512115,1378.068964,856.6049532,1381.368727,868.7214488,1373.531098
366,-37.90803734,145.1362024,842.1432619,1383.016464,842.9985158,1385.650207,856.6049532,1381.368727
367,-37.90801078,145.1360493,828.6257695,1385.694217,829.2352817,1389.124899,842.9985158,1385.650207
368,-37.90799544,145.1358836,814.0226112,1387.105954,814.2957069,1389.319621,829.2352817,1389.124899
369,-37.90798134,145.1357319,800.651483,1388.403146,800.967399,1390.963907,814.2957069,1389.319621
370,-37.9079623,145.1355856,787.7494388,1390.259557,788.0331873,1392.559575,800.967399,1390.963907
371,-37.9079499,145.1354488,775.6911349,1391.394455,777.0219485,1391.588777,788.0331873,1392.559575
372,-37.90793588,145.1353059,763.1033085,1392.699359,763.46808,1395.615992,776.0202573,1394.047294
373,-37.90792566,145.1351712,751.2361153,1393.595578,751.6421092,1397.061157,763.46808,1395.615992
374,-37.90790662,145.1350355,739.2611667,1395.469769,739.6126927,1398.470408,751.6421092,1397.061157
375,-37.90788813,145.1348949,726.8582369,1397.27454,727.1947084,1399.948548,739.6126927,1398.470408
376,-37.90787358,145.1347522,714.2780186,1398.637479,714.6417456,1401.528092,727.1947084,1399.948548
377,-37.90785837,145.1346159,702.2633181,1400.085801,702.6349099,1403.038917,714.6417456,1401.528092
378,-37.90784189,145.1344889,691.0582338,1401.691595,691.4332201,1404.576821,702.6349099,1403.038917
379,-37.90782581,145.1343571,679.44147,1403.243445,679.7586594,1405.988338,691.4332201,1404.576821
380,-37.90780747,145.1342153,666.9350602,1405.029284,667.2134047,1407.43802,679.7586594,1405.988338
381,-37.90778928,145.1340765,654.6909158,1406.80411,654.9282151,1408.85765,667.2134047,1407.43802
382,-37.90777298,145.133938,642.4734218,1408.368305,642.6933438,1410.271465,654.9282151,1408.85765
383,-37.90775901,145.1338043,630.6890197,1409.683514,630.9142502,1411.632613,642.6933438,1410.271465
384,-37.90774809,145.1336711,618.9549842,1410.660759,619.2322159,1412.984885,630.9142502,1411.632613
385,-37.90773103,145.1335402,607.404272,1412.323124,607.656026,1414.385659,619.2322159,1412.984885
386,-37.9077503,145.1333546,591.1328962,1409.858156,591.0513929,1409.876268,607.656026,1414.385659
387,-37.90785335,145.1333183,588.1721221,1398.360087,589.0046596,1398.23683,591.0513929,1409.876268
388,-37.90795323,145.1333155,588.1439617,1387.27126,588.7841402,1387.866116,589.0046596,1398.23683
389,-37.90803926,145.133305,587.4150561,1377.707117,586.0805886,1377.889629,587.4128301,1387.375145
390,-37.9080996,145.1332858,585.863936,1370.977235,585.168023,1371.068981,586.0805886,1377.889629
391,-37.90816813,145.1332652,584.2037534,1363.336069,584.149496,1363.343222,585.168023,1371.068981
392,-37.9082497,145.1332394,582.1109588,1354.239884,582.4651802,1354.133996,584.149496,1363.343222
393,-37.90830607,145.1331571,575.0068022,1347.840275,575.274033,1347.303001,582.4651802,1354.133996
394,-37.90831829,145.1330271,563.5994169,1346.255059,563.6359996,1345.128312,575.274033,1347.303001
395,-37.90831771,145.1328945,551.9412124,1346.085319,552.3254249,1344.311479,563.6359996,1345.128312
396,-37.90833757,145.1327941,543.1586476,1343.70499,543.2475318,1343.605788,552.3254249,1344.311479
397,-37.90847086,145.1327908,543.1663912,1328.908736,541.0159043,1329.171478,545.5794937,1341.745257
398,-37.90855808,145.1327534,540.0669275,1319.165059,539.7299008,1319.209965,541.0159043,1329.171478
399,-37.9086873,145.13272,537.4183466,1304.767231,537.7987756,1304.716542,539.7299008,1319.209965
400,-37.90880304,145.1327148,537.2235841,1291.914636,536.1127516,1292.062645,537.7987756,1304.716542
401,-37.90890185,145.1327004,536.1731129,1280.924465,534.6556244,1281.126658,536.1127516,1292.062645
402,-37.90895616,145.1326337,530.4329562,1274.781079,530.4322066,1274.649066,534.6556244,1281.126658
403,-37.90895478,145.132523,520.6933399,1274.739512,520.6931403,1274.704367,530.4322066,1274.649066
404,-37.90892817,145.1324412,513.4417569,1277.547132,514.7421776,1276.127442,520.6931403,1274.704367
405,-37.9088945,145.1323464,505.0377207,1281.117399,511.9506556,1273.570438,517.5407341,1274.350679
406,-37.90885487,145.1322512,496.5787523,1285.346888,479.2466981,1287.400987,517.5407341,1274.350679
407,-37.90883024,145.1321687,489.2747747,1287.934231,479.4479201,1289.098856,477.2641579,1287.624154
408,-37.90885664,145.1321013,483.402239,1284.886534,479.0103856,1285.407032,477.4648904,1289.326663
409,-37.90894379,145.1320664,480.5294638,1275.153837,476.8537467,1279.621735,477.0299649,1285.63785
410,-37.90899058,145.1320691,480.8716958,1269.966598,475.94,1278.87,476.93,1284.79
411,-37.90902003,145.1320722,481.208888,1266.704509,475.94,1278.87,476.93,1284.79
412,-37.90901616,145.1320465,478.9376989,1267.088194,475.94,1278.87,476.93,1284.79
413,-37.90902742,145.1320327,477.7515799,1265.814495,474.894389,1278.637011,476.93,1284.79
414,-37.90904541,145.1320099,475.7852638,1263.777997,474.1,1278.46,476.93,1284.79
415,-37.90904029,145.1320489,479.2030168,1264.415414,475.94,1278.87,476.93,1284.79
416,-37.90905848,145.1320438,478.7959434,1262.387721,475.1618956,1278.696618,476.93,1284.79
417,-37.90905398,145.1320359,478.0907233,1262.873183,474.5930912,1278.569874,476.93,1284.79
418,-37.90904435,145.1320366,478.1343065,1263.943078,474.8617362,1278.629735,476.93,1284.79
419,-37.90904458,145.1320586,480.0666708,1263.956575,475.94,1278.87,476.93,1284.79
420,-37.9090001,145.1320973,483.3751676,1268.960236,475.94,1278.87,476.93,1284.79
421,-37.90896651,145.1321244,485.6814745,1272.735723,477.35,1280.03,476.93,1284.79
422,-37.90892813,145.1321695,489.5603974,1277.073795,478.34,1281.92,476.93,1284.79
423,-37.90887182,145.1321461,487.3769466,1283.280906,478.91,1284.56,476.93,1284.79
424,-37.90880969,145.132143,486.966071,1290.169581,,,476.93,1284.79
