sim_time,phone_lat,phone_lon,gps_x,gps_y,sumo_x,sumo_y
87.0,-37.908819863825926,145.1309994862294,386.45345763338264,1287.0256331739947,381.4602231388445,1288.1464209904618
88.0,-37.908823363099955,145.13104997483916,390.90007455146406,1286.726330398582,386.5115764035354,1287.4429785134334
89.0,-37.90885717085098,145.1311146258439,396.659238239401,1283.0888086566702,390.9136510565755,1286.821531501497
90.0,-37.908844976076566,145.1311913678803,403.3790745482547,1284.5772617971525,397.0664265041247,1285.9440922202814
91.0,-37.90887436535467,145.13126595712464,410.0021465306636,1281.4475426487625,403.44428834465486,1285.0345536621537
92.0,-37.90886820157405,145.13132741538715,415.391688226955,1282.2398203043267,410.3727791124666,1284.0464906309178
93.0,-37.90888760479179,145.1313842315271,420.42997612792533,1280.1868726918474,415.5441634410892,1283.3090062570968
94.0,-37.9088927460311,145.13147766774756,428.6560816448764,1279.7810354419053,420.7689615498333,1282.563904613763
95.0,-37.90888018980037,145.13151581617092,431.9820649489993,1281.2415625620633,428.6950693253243,1281.4389401390463
96.0,-37.90887826877069,145.13159582223003,439.01171845872886,1281.5957126040012,431.9848872135109,1281.3615760005782
97.0,-37.90890343295832,145.13165556322397,444.31995714991353,1278.9086387176067,439.00233170578906,1281.1965521099423
98.0,-37.90889548422352,145.13170807757476,448.9192042647628,1279.8832018775865,444.3707914341201,1281.0703061364877
99.0,-37.908864050375556,145.13175275738448,452.77743201499106,1283.4499826049432,448.9445911177236,1280.9627475772988
100.0,-37.90887686818495,145.13183471188333,460.0111649945611,1282.1720531629398,452.7168554927773,1280.8740381127118
101.0,-37.9088834372237,145.13191075314018,466.711123259156,1281.5770938601345,455.43900028596215,1280.8100235095126
102.0,-37.90892816912711,145.13197310813837,472.29267924587475,1276.7232770668343,476.93,1284.79
103.0,-37.908934432921264,145.13203043055975,477.3462426235783,1276.1292023947462,476.93,1284.79
104.0,-37.90892368376849,145.1320828733237,481.93297070096014,1277.4143690643832,476.93,1284.79
105.0,-37.90892318564512,145.1321137693839,484.6481631244533,1277.5240711411461,476.93,1284.79
106.0,-37.908918861503686,145.132111584228,484.4464355070959,1278.0000498173758,476.93,1284.79
107.0,-37.90893471118854,145.13210063175686,483.5187642129604,1276.2219961518422,476.93,1284.79
108.0,-37.9089346405596,145.13210243181476,483.67686348501593,1276.233004542999,476.93,1284.79
109.0,-37.9089346405596,145.13210243181476,483.67686348501593,1276.233004542999,476.93,1284.79
110.0,-37.9089346405596,145.13210243181476,483.67686348501593,1276.233004542999,476.93,1284.79
111.0,-37.9089346405596,145.13210243181476,483.67686348501593,1276.233004542999,476.93,1284.79
112.0,-37.9089346405596,145.13210243181476,483.67686348501593,1276.233004542999,476.93,1284.79
